iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0		0.001	-4219.243	-6.507	-4212.736	0.159	0.378	91.223	2.14
10		0.011	-4158.087	-6.414	-4151.673	0.198	0.548	102.318	2.183
20		0.021	-4140.577	-6.903	-4133.674	0.242	0.658	98.689	2.165
30		0.031	-4094.459	-5.874	-4088.585	0.178	0.745	112.797	1.931
40		0.04	-4084.679	-5.937	-4078.742	0.194	0.809	115.257	1.937
50		0.05	-4079.553	-5.845	-4073.708	0.177	0.815	113.88	1.868
60		0.06	-4067.169	-6.856	-4060.313	0.29	0.874	117.916	1.84
70		0.07	-4039.554	-7.835	-4031.72	0.356	0.846	118.882	1.609
80		0.08	-4004.221	-7.4	-3996.822	0.321	0.939	122.335	1.49
90		0.089	-3993.753	-7.268	-3986.484	0.307	0.954	123.331	1.444
100		0.099	-3969.704	-8.258	-3961.446	0.332	1.0	123.688	1.334
110		0.109	-3955.811	-8.174	-3947.637	0.338	0.984	125.528	1.219
120		0.119	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
130		0.129	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
140		0.139	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
150		0.149	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
160		0.158	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
170		0.168	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
180		0.178	-3944.288	-8.904	-3935.384	0.349	0.998	126.327	1.086
190		0.188	-3945.975	-10.298	-3935.677	0.424	0.995	125.48	1.045
200		0.198	-3946.238	-9.698	-3936.54	0.397	0.989	122.147	1.069
210		0.208	-3945.16	-9.664	-3935.495	0.37	0.999	122.881	1.008
220		0.217	-3945.16	-9.664	-3935.495	0.37	0.999	122.881	1.008
230		0.227	-3944.459	-8.96	-3935.499	0.321	0.995	116.61	0.985
240		0.237	-3944.72	-8.631	-3936.089	0.305	0.995	119.124	0.997
250		0.247	-3944.72	-8.631	-3936.089	0.305	0.995	119.124	0.997
260		0.257	-3943.719	-8.543	-3935.177	0.303	0.994	117.365	1.021
270		0.267	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
280		0.276	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
290		0.286	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
300		0.296	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
310		0.306	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
320		0.315	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
330		0.325	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
340		0.335	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
350		0.345	-3943.666	-8.85	-3934.816	0.316	0.996	117.447	1.0
360		0.354	-3945.032	-8.131	-3936.901	0.274	0.997	123.758	1.013
370		0.364	-3945.032	-8.131	-3936.901	0.274	0.997	123.758	1.013
380		0.374	-3943.186	-8.736	-3934.45	0.318	1.0	122.167	1.078
390		0.384	-3943.186	-8.736	-3934.45	0.318	1.0	122.167	1.078
