iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0		0.001	-5215.299	-8.825	-5206.474	0.173	0.275	609.421	3.053
10		0.011	-5215.299	-8.825	-5206.474	0.173	0.275	609.421	3.053
20		0.02	-5213.497	-8.876	-5204.621	0.175	0.279	609.351	3.073
30		0.03	-5205.298	-8.885	-5196.413	0.164	0.322	609.511	3.106
40		0.04	-5190.181	-8.893	-5181.288	0.162	0.333	611.646	3.104
50		0.05	-5190.181	-8.893	-5181.288	0.162	0.333	611.646	3.104
60		0.059	-5177.942	-9.01	-5168.931	0.186	0.368	612.205	3.096
70		0.069	-5177.942	-9.01	-5168.931	0.186	0.368	612.205	3.096
80		0.079	-5162.482	-9.261	-5153.221	0.208	0.391	614.341	3.128
90		0.089	-5162.482	-9.261	-5153.221	0.208	0.391	614.341	3.128
100		0.098	-5162.482	-9.261	-5153.221	0.208	0.391	614.341	3.128
110		0.108	-5162.482	-9.261	-5153.221	0.208	0.391	614.341	3.128
120		0.118	-5162.482	-9.261	-5153.221	0.208	0.391	614.341	3.128
130		0.128	-5140.858	-9.312	-5131.546	0.21	0.443	615.001	3.144
140		0.137	-5137.715	-9.396	-5128.319	0.215	0.45	612.302	3.179
150		0.147	-5123.543	-9.528	-5114.015	0.248	0.478	610.065	3.105
160		0.157	-5123.543	-9.528	-5114.015	0.248	0.478	610.065	3.105
170		0.166	-5123.543	-9.528	-5114.015	0.248	0.478	610.065	3.105
180		0.176	-5123.543	-9.528	-5114.015	0.248	0.478	610.065	3.105
190		0.186	-5119.969	-9.104	-5110.865	0.202	0.494	609.421	3.106
200		0.195	-5119.969	-9.104	-5110.865	0.202	0.494	609.421	3.106
210		0.205	-5119.969	-9.104	-5110.865	0.202	0.494	609.421	3.106
220		0.215	-5099.77	-8.965	-5090.805	0.178	0.563	607.186	3.13
230		0.225	-5081.493	-9.231	-5072.262	0.196	0.59	607.101	3.199
240		0.234	-5081.119	-9.148	-5071.971	0.19	0.592	608.376	3.172
250		0.244	-5081.119	-9.148	-5071.971	0.19	0.592	608.376	3.172
260		0.254	-5072.395	-9.227	-5063.168	0.19	0.629	613.561	3.18
270		0.263	-5057.254	-9.159	-5048.095	0.177	0.671	614.943	3.174
280		0.273	-5057.254	-9.159	-5048.095	0.177	0.671	614.943	3.174
290		0.283	-5050.028	-9.261	-5040.767	0.183	0.691	613.357	3.214
300		0.292	-5044.784	-9.251	-5035.533	0.195	0.706	613.844	3.166
310		0.302	-5020.751	-9.175	-5011.576	0.221	0.791	608.166	3.052
320		0.312	-5009.248	-9.029	-5000.219	0.208	0.818	610.025	3.017
330		0.322	-4998.261	-9.348	-4988.913	0.247	0.842	609.216	2.997
340		0.332	-4970.93	-9.47	-4961.46	0.278	0.931	607.76	2.845
350		0.341	-4970.93	-9.47	-4961.46	0.278	0.931	607.76	2.845
360		0.351	-4956.921	-9.563	-4947.358	0.283	0.98	606.656	2.806
370		0.361	-4956.921	-9.563	-4947.358	0.283	0.98	606.656	2.806
380		0.371	-4956.921	-9.563	-4947.358	0.283	0.98	606.656	2.806
390		0.38	-4951.414	-9.464	-4941.95	0.279	0.988	601.187	2.791
400		0.39	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
410		0.4	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
420		0.41	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
430		0.42	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
440		0.429	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
450		0.439	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
460		0.449	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
470		0.459	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
480		0.468	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
490		0.478	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
500		0.488	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
510		0.498	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
520		0.507	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
530		0.517	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
540		0.527	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
550		0.537	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
560		0.546	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
570		0.556	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
580		0.566	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
590		0.576	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
600		0.585	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
610		0.595	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
620		0.605	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
630		0.615	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
640		0.624	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
650		0.634	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
660		0.644	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
670		0.654	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
680		0.663	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
690		0.673	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
700		0.683	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
710		0.692	-4949.35	-9.703	-4939.648	0.293	0.995	600.646	2.779
720		0.702	-4948.458	-10.098	-4938.361	0.277	1.0	600.639	2.75
730		0.712	-4948.458	-10.098	-4938.361	0.277	1.0	600.639	2.75
740		0.722	-4948.458	-10.098	-4938.361	0.277	1.0	600.639	2.75
750		0.731	-4948.458	-10.098	-4938.361	0.277	1.0	600.639	2.75
760		0.741	-4948.458	-10.098	-4938.361	0.277	1.0	600.639	2.75
770		0.751	-4947.567	-9.402	-4938.165	0.267	0.999	598.04	2.693
780		0.761	-4947.567	-9.402	-4938.165	0.267	0.999	598.04	2.693
790		0.771	-4947.761	-9.363	-4938.398	0.275	0.995	598.403	2.722
