iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
3230		3.167	-3963.398	-5.868	-3957.531	0.272	0.994	228.062	1.656
3240		3.177	-3963.398	-5.868	-3957.531	0.272	0.994	228.062	1.656
3250		3.187	-3964.02	-6.241	-3957.779	0.285	0.999	230.513	1.626
3260		3.197	-3964.02	-6.241	-3957.779	0.285	0.999	230.513	1.626
3270		3.206	-3964.02	-6.241	-3957.779	0.285	0.999	230.513	1.626
3280		3.216	-3963.62	-6.58	-3957.041	0.315	0.999	232.459	1.703
3290		3.226	-3965.007	-6.657	-3958.35	0.327	0.997	232.215	1.661
3300		3.236	-3964.676	-6.449	-3958.227	0.31	0.998	233.408	1.686
3310		3.245	-3964.676	-6.449	-3958.227	0.31	0.998	233.408	1.686
3320		3.255	-3965.211	-6.299	-3958.912	0.306	0.995	231.927	1.661
3330		3.265	-3968.139	-5.744	-3962.395	0.275	0.974	223.472	1.738
3340		3.275	-3968.723	-5.533	-3963.189	0.246	0.981	225.348	1.555
3350		3.285	-3962.851	-5.318	-3957.533	0.209	0.996	223.008	1.571
3360		3.294	-3963.386	-5.314	-3958.072	0.223	0.989	220.018	1.646
3370		3.304	-3964.072	-5.297	-3958.775	0.215	0.991	219.464	1.582
3380		3.314	-3964.162	-5.702	-3958.46	0.257	0.991	223.985	1.586
3390		3.324	-3962.981	-5.866	-3957.116	0.264	0.996	223.647	1.574
3400		3.334	-3963.294	-5.587	-3957.707	0.238	0.996	224.78	1.578
3410		3.343	-3962.749	-5.268	-3957.481	0.201	0.995	221.422	1.547
3420		3.353	-3960.244	-5.65	-3954.595	0.215	1.0	215.769	1.568
3430		3.363	-3960.244	-5.65	-3954.595	0.215	1.0	215.769	1.568
3440		3.372	-3963.449	-5.013	-3958.437	0.189	0.981	214.34	1.64
3450		3.382	-3960.512	-5.295	-3955.217	0.168	1.0	216.053	1.584
3460		3.392	-3960.446	-4.971	-3955.475	0.162	0.993	213.754	1.629
3470		3.402	-3960.446	-4.971	-3955.475	0.162	0.993	213.754	1.629
3480		3.412	-3960.41	-4.995	-3955.415	0.111	0.997	213.181	1.59
3490		3.421	-3962.015	-4.994	-3957.02	0.095	0.993	212.687	1.575
