iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
310		0.31	-3546.486	-5.845	-3540.64	0.216	1.0	297.542	1.431
320		0.32	-3546.486	-5.845	-3540.64	0.216	1.0	297.542	1.431
330		0.331	-3548.492	-5.48	-3543.012	0.205	0.99	297.432	1.374
340		0.341	-3549.493	-5.466	-3544.027	0.206	0.977	298.992	1.338
350		0.351	-3546.693	-5.879	-3540.814	0.222	0.992	292.24	1.242
360		0.361	-3545.1	-5.757	-3539.343	0.224	0.995	289.997	1.333
370		0.371	-3545.1	-5.757	-3539.343	0.224	0.995	289.997	1.333
380		0.381	-3543.443	-5.916	-3537.527	0.228	0.996	289.497	1.272
390		0.391	-3543.682	-5.724	-3537.958	0.216	0.993	290.117	1.29
400		0.401	-3543.885	-5.955	-3537.93	0.231	0.992	285.841	1.236
410		0.411	-3543.294	-6.513	-3536.781	0.257	0.999	286.266	1.226
420		0.421	-3543.294	-6.513	-3536.781	0.257	0.999	286.266	1.226
430		0.431	-3543.294	-6.513	-3536.781	0.257	0.999	286.266	1.226
440		0.441	-3543.105	-6.387	-3536.718	0.279	0.993	286.109	1.285
450		0.451	-3543.105	-6.387	-3536.718	0.279	0.993	286.109	1.285
460		0.461	-3543.105	-6.387	-3536.718	0.279	0.993	286.109	1.285
470		0.471	-3541.852	-6.296	-3535.556	0.274	0.99	282.913	1.279
480		0.481	-3542.106	-6.215	-3535.891	0.255	0.995	281.988	1.249
490		0.491	-3541.272	-6.187	-3535.085	0.234	1.0	284.518	1.271
500		0.501	-3541.272	-6.187	-3535.085	0.234	1.0	284.518	1.271
510		0.511	-3541.272	-6.187	-3535.085	0.234	1.0	284.518	1.271
520		0.521	-3542.036	-6.102	-3535.934	0.221	0.999	284.578	1.241
530		0.531	-3543.763	-6.352	-3537.411	0.281	0.986	284.487	1.279
540		0.541	-3543.763	-6.352	-3537.411	0.281	0.986	284.487	1.279
550		0.551	-3543.929	-6.494	-3537.435	0.289	0.984	282.328	1.251
560		0.562	-3543.335	-6.157	-3537.177	0.264	0.986	282.665	1.272
570		0.572	-3543.335	-6.157	-3537.177	0.264	0.986	282.665	1.272
580		0.582	-3541.347	-6.265	-3535.082	0.253	0.997	283.498	1.246
590		0.592	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
600		0.602	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
610		0.612	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
620		0.622	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
630		0.632	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
640		0.641	-3540.515	-6.171	-3534.343	0.217	1.0	282.775	1.248
650		0.651	-3541.634	-6.512	-3535.122	0.272	0.999	285.883	1.28
660		0.661	-3541.634	-6.512	-3535.122	0.272	0.999	285.883	1.28
670		0.671	-3541.634	-6.512	-3535.122	0.272	0.999	285.883	1.28
680		0.681	-3541.634	-6.512	-3535.122	0.272	0.999	285.883	1.28
690		0.691	-3543.991	-6.052	-3537.94	0.25	0.985	284.747	1.249
700		0.701	-3543.991	-6.052	-3537.94	0.25	0.985	284.747	1.249
710		0.71	-3549.063	-5.751	-3543.312	0.239	0.967	282.983	1.301
720		0.72	-3546.651	-5.667	-3540.985	0.219	0.973	282.617	1.258
730		0.73	-3542.46	-6.525	-3535.935	0.28	0.988	275.548	1.194
740		0.74	-3542.131	-6.285	-3535.846	0.259	0.989	276.168	1.197
750		0.75	-3542.944	-6.078	-3536.866	0.246	0.981	275.412	1.203
760		0.76	-3542.944	-6.078	-3536.866	0.246	0.981	275.412	1.203
770		0.769	-3542.248	-6.084	-3536.164	0.221	0.995	274.411	1.153
780		0.779	-3542.248	-6.084	-3536.164	0.221	0.995	274.411	1.153
790		0.789	-3542.248	-6.084	-3536.164	0.221	0.995	274.411	1.153
800		0.799	-3543.654	-5.872	-3537.782	0.185	0.996	277.65	1.144
810		0.809	-3543.775	-5.628	-3538.146	0.175	0.992	280.311	1.188
820		0.819	-3542.219	-5.641	-3536.578	0.182	0.993	278.327	1.205
830		0.829	-3542.754	-5.428	-3537.326	0.156	0.987	279.433	1.214
840		0.838	-3542.754	-5.428	-3537.326	0.156	0.987	279.433	1.214
850		0.848	-3543.72	-5.269	-3538.451	0.143	0.978	278.361	1.241
860		0.858	-3542.24	-5.607	-3536.634	0.117	0.998	281.056	1.201
870		0.868	-3542.24	-5.607	-3536.634	0.117	0.998	281.056	1.201
880		0.878	-3542.24	-5.607	-3536.634	0.117	0.998	281.056	1.201
890		0.888	-3542.24	-5.607	-3536.634	0.117	0.998	281.056	1.201
900		0.898	-3542.24	-5.607	-3536.634	0.117	0.998	281.056	1.201
910		0.908	-3541.537	-5.362	-3536.175	0.117	0.993	281.179	1.246
920		0.918	-3541.537	-5.362	-3536.175	0.117	0.993	281.179	1.246
930		0.929	-3541.537	-5.362	-3536.175	0.117	0.993	281.179	1.246
940		0.939	-3541.537	-5.362	-3536.175	0.117	0.993	281.179	1.246
950		0.949	-3541.537	-5.362	-3536.175	0.117	0.993	281.179	1.246
960		0.959	-3540.344	-5.485	-3534.859	0.133	0.999	282.882	1.261
970		0.969	-3540.344	-5.485	-3534.859	0.133	0.999	282.882	1.261
980		0.979	-3540.344	-5.485	-3534.859	0.133	0.999	282.882	1.261
990		0.989	-3540.344	-5.485	-3534.859	0.133	0.999	282.882	1.261
1000		0.999	-3540.344	-5.485	-3534.859	0.133	0.999	282.882	1.261
1010		1.009	-3541.158	-5.307	-3535.851	0.124	0.994	282.931	1.273
1020		1.019	-3541.158	-5.307	-3535.851	0.124	0.994	282.931	1.273
1030		1.029	-3541.158	-5.307	-3535.851	0.124	0.994	282.931	1.273
1040		1.039	-3540.698	-5.456	-3535.241	0.13	0.998	282.686	1.261
1050		1.049	-3542.247	-5.658	-3536.59	0.196	0.989	278.45	1.215
1060		1.059	-3545.067	-5.7	-3539.367	0.182	0.984	274.037	1.149
1070		1.069	-3543.202	-5.343	-3537.859	0.124	0.994	273.67	1.25
1080		1.079	-3542.789	-5.651	-3537.138	0.137	1.0	273.677	1.229
1090		1.089	-3542.789	-5.651	-3537.138	0.137	1.0	273.677	1.229
1100		1.099	-3542.789	-5.651	-3537.138	0.137	1.0	273.677	1.229
1110		1.109	-3543.208	-5.524	-3537.685	0.097	0.986	272.404	1.168
1120		1.119	-3543.629	-5.461	-3538.168	0.144	0.982	271.946	1.168
1130		1.13	-3543.185	-5.514	-3537.671	0.159	0.985	273.227	1.173
1140		1.14	-3543.065	-5.845	-3537.22	0.195	0.997	270.801	1.188
1150		1.15	-3543.346	-5.747	-3537.599	0.18	0.991	273.679	1.147
1160		1.16	-3543.346	-5.747	-3537.599	0.18	0.991	273.679	1.147
1170		1.17	-3541.373	-5.67	-3535.703	0.163	0.996	273.835	1.167
1180		1.179	-3541.978	-5.599	-3536.379	0.184	0.996	271.232	1.24
1190		1.189	-3541.978	-5.599	-3536.379	0.184	0.996	271.232	1.24
1200		1.199	-3541.978	-5.599	-3536.379	0.184	0.996	271.232	1.24
1210		1.209	-3543.261	-5.785	-3537.476	0.219	0.986	267.446	1.223
1220		1.219	-3543.641	-5.453	-3538.188	0.198	0.992	266.395	1.328
1230		1.229	-3543.652	-5.693	-3537.959	0.213	0.999	267.188	1.364
1240		1.239	-3543.652	-5.693	-3537.959	0.213	0.999	267.188	1.364
1250		1.248	-3543.652	-5.693	-3537.959	0.213	0.999	267.188	1.364
1260		1.258	-3543.652	-5.693	-3537.959	0.213	0.999	267.188	1.364
1270		1.268	-3544.237	-5.698	-3538.54	0.231	0.993	267.153	1.355
1280		1.278	-3543.718	-5.881	-3537.837	0.247	0.994	266.494	1.354
1290		1.288	-3544.238	-5.576	-3538.662	0.239	0.979	262.967	1.417
1300		1.298	-3544.238	-5.576	-3538.662	0.239	0.979	262.967	1.417
1310		1.308	-3545.584	-5.916	-3539.668	0.247	0.999	264.441	1.449
1320		1.317	-3545.735	-5.406	-3540.328	0.217	0.991	259.368	1.448
1330		1.327	-3546.631	-5.497	-3541.134	0.23	0.975	260.356	1.391
1340		1.337	-3544.736	-4.988	-3539.748	0.164	0.965	256.115	1.394
1350		1.347	-3539.061	-5.431	-3533.63	0.156	0.998	251.11	1.282
1360		1.357	-3540.797	-5.465	-3535.332	0.187	0.981	250.874	1.237
1370		1.367	-3538.359	-6.065	-3532.294	0.23	0.999	250.048	1.268
1380		1.377	-3540.772	-5.493	-3535.279	0.223	0.981	251.999	1.369
1390		1.387	-3540.456	-5.821	-3534.635	0.225	0.999	253.766	1.351
1400		1.397	-3541.271	-5.289	-3535.982	0.204	0.973	249.873	1.372
1410		1.407	-3539.562	-5.811	-3533.751	0.238	0.987	246.421	1.292
1420		1.417	-3539.511	-5.484	-3534.028	0.193	0.998	248.657	1.363
1430		1.427	-3538.939	-5.33	-3533.609	0.199	0.981	246.313	1.349
1440		1.437	-3537.388	-5.908	-3531.479	0.22	0.998	247.619	1.246
1450		1.447	-3538.321	-5.728	-3532.593	0.221	0.991	246.865	1.273
1460		1.457	-3538.835	-5.642	-3533.193	0.216	0.985	243.764	1.27
1470		1.466	-3537.098	-5.86	-3531.238	0.236	0.996	238.281	1.32
1480		1.477	-3537.428	-5.82	-3531.607	0.229	0.98	235.798	1.228
1490		1.487	-3533.786	-6.314	-3527.472	0.248	0.999	233.577	1.234
1500		1.497	-3532.866	-5.717	-3527.149	0.18	0.998	229.915	1.211
1510		1.507	-3534.644	-5.965	-3528.679	0.204	0.993	233.222	1.134
1520		1.517	-3533.883	-6.069	-3527.814	0.202	0.998	234.925	1.129
1530		1.527	-3533.061	-6.242	-3526.819	0.223	0.99	231.54	1.085
1540		1.537	-3533.061	-6.242	-3526.819	0.223	0.99	231.54	1.085
1550		1.547	-3532.268	-6.222	-3526.046	0.222	0.994	232.174	1.102
1560		1.557	-3532.268	-6.222	-3526.046	0.222	0.994	232.174	1.102
1570		1.567	-3532.268	-6.222	-3526.046	0.222	0.994	232.174	1.102
1580		1.577	-3531.35	-6.237	-3525.113	0.209	0.998	231.698	1.101
1590		1.587	-3530.834	-6.513	-3524.321	0.237	0.999	231.65	1.109
1600		1.597	-3530.834	-6.513	-3524.321	0.237	0.999	231.65	1.109
1610		1.607	-3530.834	-6.513	-3524.321	0.237	0.999	231.65	1.109
1620		1.617	-3531.551	-5.783	-3525.768	0.163	0.992	230.642	1.107
1630		1.627	-3531.551	-5.783	-3525.768	0.163	0.992	230.642	1.107
1640		1.637	-3531.551	-5.783	-3525.768	0.163	0.992	230.642	1.107
1650		1.647	-3531.551	-5.783	-3525.768	0.163	0.992	230.642	1.107
1660		1.657	-3534.49	-6.094	-3528.397	0.21	0.989	235.008	1.093
1670		1.667	-3532.324	-5.558	-3526.766	0.14	0.998	228.25	1.212
1680		1.677	-3532.324	-5.558	-3526.766	0.14	0.998	228.25	1.212
1690		1.687	-3532.413	-5.686	-3526.727	0.15	0.995	226.577	1.14
1700		1.697	-3529.98	-6.124	-3523.856	0.185	0.998	228.112	1.079
1710		1.707	-3532.5	-6.142	-3526.358	0.217	0.993	226.996	1.114
1720		1.717	-3531.61	-6.461	-3525.148	0.239	0.998	227.818	1.124
1730		1.727	-3531.61	-6.461	-3525.148	0.239	0.998	227.818	1.124
1740		1.737	-3531.61	-6.461	-3525.148	0.239	0.998	227.818	1.124
1750		1.747	-3530.655	-6.711	-3523.944	0.262	0.986	220.658	1.063
1760		1.756	-3530.655	-6.711	-3523.944	0.262	0.986	220.658	1.063
1770		1.766	-3527.913	-6.761	-3521.152	0.257	0.996	219.628	1.07
1780		1.776	-3527.913	-6.761	-3521.152	0.257	0.996	219.628	1.07
1790		1.786	-3528.355	-6.936	-3521.42	0.275	0.994	219.527	1.066
1800		1.796	-3530.44	-7.758	-3522.682	0.318	0.998	219.955	1.027
1810		1.807	-3529.583	-7.349	-3522.234	0.314	0.99	212.769	1.087
1820		1.816	-3528.941	-7.072	-3521.87	0.301	0.996	214.231	1.146
1830		1.826	-3529.231	-6.747	-3522.484	0.258	0.992	212.214	1.063
1840		1.836	-3528.348	-6.147	-3522.201	0.2	0.99	210.436	1.073
1850		1.846	-3526.189	-6.251	-3519.938	0.178	0.995	210.923	1.025
1860		1.856	-3527.709	-6.18	-3521.529	0.194	0.985	210.944	1.04
1870		1.866	-3528.563	-6.101	-3522.462	0.214	0.989	212.668	1.116
1880		1.875	-3528.26	-5.916	-3522.344	0.176	0.998	214.9	1.139
1890		1.885	-3528.05	-5.656	-3522.394	0.143	0.989	208.852	1.135
1900		1.895	-3528.339	-5.699	-3522.64	0.106	0.99	209.486	1.125
1910		1.905	-3527.711	-6.077	-3521.634	0.136	0.995	213.625	1.023
1920		1.915	-3527.711	-6.077	-3521.634	0.136	0.995	213.625	1.023
1930		1.925	-3527.556	-6.048	-3521.508	0.137	0.999	210.514	1.073
1940		1.935	-3527.105	-5.834	-3521.271	0.134	0.992	208.256	1.083
1950		1.945	-3527.105	-5.834	-3521.271	0.134	0.992	208.256	1.083
1960		1.955	-3527.105	-5.834	-3521.271	0.134	0.992	208.256	1.083
1970		1.964	-3527.105	-5.834	-3521.271	0.134	0.992	208.256	1.083
1980		1.974	-3528.849	-5.66	-3523.189	0.098	0.987	209.787	1.139
1990		1.984	-3527.889	-6.184	-3521.704	0.079	0.99	211.376	1.03
2000		1.994	-3527.889	-6.184	-3521.704	0.079	0.99	211.376	1.03
2010		2.004	-3526.078	-6.407	-3519.671	0.084	0.999	211.105	1.033
2020		2.014	-3526.078	-6.407	-3519.671	0.084	0.999	211.105	1.033
2030		2.024	-3526.078	-6.407	-3519.671	0.084	0.999	211.105	1.033
2040		2.034	-3526.078	-6.407	-3519.671	0.084	0.999	211.105	1.033
2050		2.044	-3527.773	-5.806	-3521.967	0.123	0.997	210.822	1.116
2060		2.054	-3527.773	-5.806	-3521.967	0.123	0.997	210.822	1.116
2070		2.064	-3527.773	-5.806	-3521.967	0.123	0.997	210.822	1.116
2080		2.074	-3527.302	-6.156	-3521.146	0.174	0.99	208.613	1.025
2090		2.084	-3528.302	-6.681	-3521.621	0.223	0.994	209.382	0.995
2100		2.094	-3526.218	-6.242	-3519.976	0.188	0.999	210.197	1.079
2110		2.104	-3525.319	-6.693	-3518.626	0.204	0.999	207.003	1.009
2120		2.115	-3525.319	-6.693	-3518.626	0.204	0.999	207.003	1.009
2130		2.125	-3525.319	-6.693	-3518.626	0.204	0.999	207.003	1.009
2140		2.135	-3525.319	-6.693	-3518.626	0.204	0.999	207.003	1.009
2150		2.145	-3526.74	-6.061	-3520.679	0.173	0.993	205.657	1.061
2160		2.155	-3525.186	-6.437	-3518.749	0.192	0.994	196.706	1.008
2170		2.165	-3526.0	-6.824	-3519.176	0.211	0.994	197.961	0.948
2180		2.175	-3525.392	-7.155	-3518.237	0.25	0.993	197.09	0.956
2190		2.185	-3525.392	-7.155	-3518.237	0.25	0.993	197.09	0.956
2200		2.194	-3523.764	-7.054	-3516.71	0.253	0.996	198.869	0.999
2210		2.204	-3525.728	-5.929	-3519.799	0.15	0.982	197.535	1.057
2220		2.214	-3523.573	-6.52	-3517.054	0.19	0.998	196.64	1.012
2230		2.224	-3522.935	-6.578	-3516.358	0.195	0.996	192.676	0.997
2240		2.234	-3521.787	-6.371	-3515.416	0.156	0.994	191.898	0.982
2250		2.244	-3520.841	-6.347	-3514.494	0.144	0.996	192.473	0.987
2260		2.254	-3520.841	-6.347	-3514.494	0.144	0.996	192.473	0.987
2270		2.264	-3520.841	-6.347	-3514.494	0.144	0.996	192.473	0.987
2280		2.275	-3520.841	-6.347	-3514.494	0.144	0.996	192.473	0.987
2290		2.285	-3520.841	-6.347	-3514.494	0.144	0.996	192.473	0.987
2300		2.295	-3520.237	-6.56	-3513.677	0.159	0.999	191.561	0.977
2310		2.305	-3520.237	-6.56	-3513.677	0.159	0.999	191.561	0.977
2320		2.315	-3520.237	-6.56	-3513.677	0.159	0.999	191.561	0.977
2330		2.325	-3520.237	-6.56	-3513.677	0.159	0.999	191.561	0.977
2340		2.335	-3518.884	-6.526	-3512.358	0.166	0.995	186.763	0.971
2350		2.345	-3521.955	-6.594	-3515.361	0.179	0.981	182.004	0.947
2360		2.355	-3518.244	-6.689	-3511.555	0.186	0.993	180.623	0.959
2370		2.365	-3518.244	-6.689	-3511.555	0.186	0.993	180.623	0.959
2380		2.374	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2390		2.384	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2400		2.394	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2410		2.404	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2420		2.414	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2430		2.424	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2440		2.433	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2450		2.443	-3516.374	-7.295	-3509.08	0.237	0.997	176.17	0.943
2460		2.453	-3516.668	-7.046	-3509.622	0.194	0.998	175.732	0.927
2470		2.463	-3516.724	-6.582	-3510.142	0.133	0.991	175.287	0.94
2480		2.473	-3516.724	-6.582	-3510.142	0.133	0.991	175.287	0.94
2490		2.483	-3516.932	-6.85	-3510.082	0.14	0.999	175.929	0.924
2500		2.493	-3517.837	-6.635	-3511.202	0.142	0.986	173.029	0.927
2510		2.503	-3517.868	-7.077	-3510.791	0.19	0.998	176.041	0.917
2520		2.512	-3517.021	-6.768	-3510.253	0.183	0.989	174.774	0.938
2530		2.522	-3517.021	-6.768	-3510.253	0.183	0.989	174.774	0.938
2540		2.532	-3517.021	-6.768	-3510.253	0.183	0.989	174.774	0.938
2550		2.542	-3517.021	-6.768	-3510.253	0.183	0.989	174.774	0.938
2560		2.552	-3518.531	-7.343	-3511.187	0.213	0.993	170.346	0.883
2570		2.562	-3516.455	-6.952	-3509.504	0.189	0.993	165.833	0.934
2580		2.571	-3515.071	-7.011	-3508.06	0.19	0.986	164.328	0.913
2590		2.581	-3517.267	-7.197	-3510.07	0.199	0.992	168.28	0.892
2600		2.591	-3517.267	-7.197	-3510.07	0.199	0.992	168.28	0.892
2610		2.601	-3516.987	-7.042	-3509.944	0.207	0.988	170.783	0.922
2620		2.611	-3518.284	-7.149	-3511.135	0.228	0.976	168.86	0.929
2630		2.621	-3518.16	-7.834	-3510.326	0.287	0.987	167.663	0.936
2640		2.631	-3518.16	-7.834	-3510.326	0.287	0.987	167.663	0.936
2650		2.64	-3517.536	-7.822	-3509.714	0.29	0.982	170.871	0.933
2660		2.65	-3518.06	-8.074	-3509.986	0.304	0.972	164.812	0.923
2670		2.66	-3518.06	-8.074	-3509.986	0.304	0.972	164.812	0.923
2680		2.67	-3518.844	-8.35	-3510.494	0.307	0.979	163.447	0.885
2690		2.68	-3523.548	-8.652	-3514.897	0.345	0.962	156.557	0.941
2700		2.69	-3518.014	-7.961	-3510.053	0.291	0.987	148.812	0.97
2710		2.7	-3515.59	-7.721	-3507.869	0.249	0.998	149.536	0.949
2720		2.709	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2730		2.719	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2740		2.729	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2750		2.739	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2760		2.749	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2770		2.759	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2780		2.769	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2790		2.779	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2800		2.788	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2810		2.798	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2820		2.808	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2830		2.818	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2840		2.828	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2850		2.838	-3510.74	-8.564	-3502.176	0.297	0.993	149.993	0.869
2860		2.848	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2870		2.858	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2880		2.867	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2890		2.877	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2900		2.887	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2910		2.897	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2920		2.907	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2930		2.917	-3510.464	-8.918	-3501.546	0.302	0.997	146.974	0.84
2940		2.926	-3510.667	-9.07	-3501.597	0.31	0.996	144.777	0.832
2950		2.936	-3510.667	-9.07	-3501.597	0.31	0.996	144.777	0.832
2960		2.946	-3511.515	-8.91	-3502.605	0.311	0.983	143.278	0.842
2970		2.956	-3511.515	-8.91	-3502.605	0.311	0.983	143.278	0.842
2980		2.966	-3511.406	-8.545	-3502.861	0.288	0.983	143.651	0.851
2990		2.975	-3510.613	-8.429	-3502.184	0.276	0.988	144.569	0.85
3000		2.985	-3512.072	-8.292	-3503.78	0.268	0.98	143.792	0.85
3010		2.995	-3509.378	-8.495	-3500.882	0.246	0.999	144.451	0.829
3020		3.005	-3509.378	-8.495	-3500.882	0.246	0.999	144.451	0.829
3030		3.015	-3509.378	-8.495	-3500.882	0.246	0.999	144.451	0.829
3040		3.025	-3509.378	-8.495	-3500.882	0.246	0.999	144.451	0.829
3050		3.035	-3513.161	-7.968	-3505.193	0.243	0.983	144.132	0.86
3060		3.045	-3511.239	-8.328	-3502.911	0.262	0.988	140.196	0.849
3070		3.055	-3511.239	-8.328	-3502.911	0.262	0.988	140.196	0.849
3080		3.065	-3511.239	-8.328	-3502.911	0.262	0.988	140.196	0.849
3090		3.075	-3510.71	-8.707	-3502.003	0.273	0.987	138.31	0.81
3100		3.085	-3510.71	-8.707	-3502.003	0.273	0.987	138.31	0.81
3110		3.095	-3511.644	-8.594	-3503.05	0.279	0.981	136.429	0.842
3120		3.105	-3511.602	-8.723	-3502.878	0.28	0.977	136.393	0.819
3130		3.115	-3509.693	-8.868	-3500.824	0.281	0.986	134.461	0.809
3140		3.125	-3509.693	-8.868	-3500.824	0.281	0.986	134.461	0.809
3150		3.135	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3160		3.145	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3170		3.155	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3180		3.165	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3190		3.175	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3200		3.185	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3210		3.195	-3508.257	-8.65	-3499.607	0.26	0.992	130.316	0.827
3220		3.205	-3507.328	-8.635	-3498.693	0.245	0.998	130.367	0.823
3230		3.215	-3507.328	-8.635	-3498.693	0.245	0.998	130.367	0.823
3240		3.225	-3507.328	-8.635	-3498.693	0.245	0.998	130.367	0.823
3250		3.235	-3509.101	-8.344	-3500.758	0.213	0.996	131.982	0.807
3260		3.245	-3506.235	-8.68	-3497.555	0.226	1.0	127.877	0.818
3270		3.254	-3506.235	-8.68	-3497.555	0.226	1.0	127.877	0.818
3280		3.264	-3506.36	-8.525	-3497.836	0.218	0.998	126.894	0.811
3290		3.274	-3506.36	-8.525	-3497.836	0.218	0.998	126.894	0.811
3300		3.284	-3509.213	-8.888	-3500.324	0.266	0.982	129.074	0.788
3310		3.293	-3508.318	-9.24	-3499.078	0.294	0.984	123.821	0.806
3320		3.303	-3506.704	-9.387	-3497.317	0.286	0.994	121.523	0.788
3330		3.313	-3508.038	-9.56	-3498.478	0.281	0.991	121.164	0.749
3340		3.323	-3509.655	-9.265	-3500.39	0.276	0.978	119.798	0.775
3350		3.333	-3509.226	-8.838	-3500.388	0.265	0.986	118.122	0.837
3360		3.342	-3506.073	-9.07	-3497.002	0.234	0.987	114.466	0.761
3370		3.352	-3505.783	-8.683	-3497.1	0.195	0.989	108.283	0.795
3380		3.362	-3505.529	-9.138	-3496.391	0.221	0.985	108.434	0.753
3390		3.372	-3506.149	-8.476	-3497.673	0.195	0.994	114.507	0.814
3400		3.382	-3506.149	-8.476	-3497.673	0.195	0.994	114.507	0.814
3410		3.392	-3505.686	-8.525	-3497.161	0.175	0.99	116.32	0.772
3420		3.402	-3505.267	-8.729	-3496.538	0.186	0.995	115.612	0.765
3430		3.412	-3505.267	-8.729	-3496.538	0.186	0.995	115.612	0.765
3440		3.422	-3505.267	-8.729	-3496.538	0.186	0.995	115.612	0.765
3450		3.432	-3505.267	-8.729	-3496.538	0.186	0.995	115.612	0.765
3460		3.442	-3507.32	-8.59	-3498.73	0.195	0.993	114.751	0.792
3470		3.452	-3507.925	-8.345	-3499.58	0.194	0.998	114.986	0.849
3480		3.462	-3508.937	-8.615	-3500.322	0.133	0.977	111.349	0.743
3490		3.472	-3505.347	-8.826	-3496.522	0.179	0.988	110.278	0.75
