iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0		0.001	-4245.041	-6.164	-4238.877	0.074	0.348	165.457	1.049
10		0.011	-4205.013	-5.851	-4199.162	0.085	0.399	166.339	1.104
20		0.02	-4147.64	-5.662	-4141.979	0.071	0.486	167.228	1.222
30		0.03	-4099.941	-5.392	-4094.549	0.08	0.581	170.996	1.284
40		0.04	-4079.642	-5.613	-4074.028	0.061	0.626	169.951	1.309
50		0.05	-4062.48	-5.919	-4056.561	0.046	0.673	172.914	1.313
60		0.06	-4052.308	-6.862	-4045.447	0.023	0.702	175.049	1.356
70		0.069	-4033.077	-5.252	-4027.825	0.09	0.744	172.799	1.317
80		0.079	-4013.668	-5.346	-4008.322	0.083	0.794	170.218	1.318
90		0.089	-3975.274	-5.445	-3969.829	0.125	0.921	172.268	1.222
100		0.099	-3958.2	-5.998	-3952.202	0.099	0.99	168.935	1.124
110		0.108	-3957.943	-5.967	-3951.976	0.112	0.993	170.382	1.125
120		0.118	-3957.943	-5.967	-3951.976	0.112	0.993	170.382	1.125
130		0.128	-3957.943	-5.967	-3951.976	0.112	0.993	170.382	1.125
140		0.137	-3956.599	-5.944	-3950.655	0.107	0.993	170.24	1.14
150		0.147	-3956.599	-5.944	-3950.655	0.107	0.993	170.24	1.14
160		0.157	-3956.599	-5.944	-3950.655	0.107	0.993	170.24	1.14
170		0.167	-3954.381	-6.076	-3948.305	0.109	0.999	170.857	1.175
180		0.177	-3954.381	-6.076	-3948.305	0.109	0.999	170.857	1.175
190		0.187	-3954.381	-6.076	-3948.305	0.109	0.999	170.857	1.175
200		0.197	-3953.943	-6.209	-3947.734	0.193	0.995	168.791	1.144
210		0.206	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
220		0.216	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
230		0.226	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
240		0.236	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
250		0.246	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
260		0.255	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
270		0.265	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
280		0.275	-3950.885	-6.014	-3944.871	0.15	0.999	167.108	1.189
290		0.285	-3952.797	-6.331	-3946.466	0.066	1.0	162.594	1.305
300		0.295	-3952.829	-5.588	-3947.242	0.124	0.992	162.059	1.307
310		0.304	-3952.829	-5.588	-3947.242	0.124	0.992	162.059	1.307
320		0.314	-3952.806	-5.771	-3947.035	0.109	0.992	160.105	1.237
330		0.324	-3952.706	-5.925	-3946.781	0.103	0.994	158.379	1.202
340		0.334	-3952.265	-6.122	-3946.143	0.104	0.99	155.849	1.122
350		0.343	-3953.476	-6.228	-3947.248	0.144	0.987	153.347	1.087
360		0.353	-3949.903	-6.171	-3943.732	0.18	0.994	151.111	1.195
370		0.363	-3949.903	-6.171	-3943.732	0.18	0.994	151.111	1.195
380		0.373	-3949.688	-5.883	-3943.805	0.149	0.995	151.432	1.266
390		0.382	-3949.201	-6.054	-3943.147	0.129	0.999	153.051	1.229
400		0.392	-3948.707	-6.081	-3942.626	0.12	0.999	149.639	1.231
410		0.402	-3948.707	-6.081	-3942.626	0.12	0.999	149.639	1.231
420		0.411	-3951.969	-6.005	-3945.965	0.081	0.997	148.408	1.326
430		0.421	-3952.041	-6.144	-3945.898	0.073	0.989	147.274	1.24
440		0.431	-3950.305	-6.085	-3944.22	0.091	0.991	145.037	1.218
450		0.441	-3949.015	-6.161	-3942.854	0.108	0.995	145.603	1.179
460		0.451	-3949.015	-6.161	-3942.854	0.108	0.995	145.603	1.179
470		0.46	-3949.015	-6.161	-3942.854	0.108	0.995	145.603	1.179
480		0.47	-3949.015	-6.161	-3942.854	0.108	0.995	145.603	1.179
490		0.48	-3949.015	-6.161	-3942.854	0.108	0.995	145.603	1.179
500		0.49	-3948.016	-6.403	-3941.614	0.134	0.999	145.494	1.159
