iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0		0.001	-7134.251	-6.335	-7127.916	0.2	0.575	149.566	1.068
10		0.011	-6847.272	-5.827	-6841.445	0.175	0.536	147.912	1.19
20		0.02	-6847.272	-5.827	-6841.445	0.175	0.536	147.912	1.19
30		0.03	-6834.382	-5.882	-6828.5	0.172	0.556	144.713	1.181
40		0.039	-6837.271	-5.784	-6831.487	0.166	0.547	145.69	1.201
50		0.049	-6818.023	-5.882	-6812.141	0.195	0.584	149.545	1.211
60		0.059	-6818.023	-5.882	-6812.141	0.195	0.584	149.545	1.211
70		0.068	-6818.023	-5.882	-6812.141	0.195	0.584	149.545	1.211
80		0.078	-6794.244	-6.1	-6788.144	0.234	0.608	149.027	1.262
90		0.088	-6792.721	-5.719	-6787.002	0.21	0.605	151.375	1.334
100		0.097	-6758.704	-5.758	-6752.945	0.234	0.618	150.981	1.46
110		0.107	-6758.704	-5.758	-6752.945	0.234	0.618	150.981	1.46
120		0.116	-6758.704	-5.758	-6752.945	0.234	0.618	150.981	1.46
130		0.126	-6758.704	-5.758	-6752.945	0.234	0.618	150.981	1.46
140		0.136	-6758.704	-5.758	-6752.945	0.234	0.618	150.981	1.46
150		0.145	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
160		0.155	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
170		0.164	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
180		0.174	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
190		0.183	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
200		0.193	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
210		0.202	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
220		0.212	-6749.707	-5.672	-6744.034	0.222	0.61	153.297	1.413
230		0.221	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
240		0.231	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
250		0.24	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
260		0.25	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
270		0.259	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
280		0.269	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
290		0.279	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
300		0.288	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
310		0.298	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
320		0.307	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
330		0.317	-6747.29	-5.579	-6741.71	0.22	0.662	156.249	1.451
340		0.327	-6733.297	-5.575	-6727.722	0.217	0.687	153.805	1.462
350		0.336	-6686.755	-5.53	-6681.225	0.206	0.738	153.79	1.434
360		0.346	-6686.755	-5.53	-6681.225	0.206	0.738	153.79	1.434
370		0.356	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
380		0.365	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
390		0.375	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
400		0.385	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
410		0.394	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
420		0.404	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
430		0.413	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
440		0.423	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
450		0.433	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
460		0.443	-6677.951	-5.63	-6672.321	0.217	0.753	151.155	1.456
470		0.452	-6659.703	-5.395	-6654.308	0.173	0.779	149.925	1.414
480		0.462	-6659.703	-5.395	-6654.308	0.173	0.779	149.925	1.414
490		0.472	-6659.703	-5.395	-6654.308	0.173	0.779	149.925	1.414
500		0.481	-6659.703	-5.395	-6654.308	0.173	0.779	149.925	1.414
510		0.491	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
520		0.501	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
530		0.51	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
540		0.52	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
550		0.53	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
560		0.539	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
570		0.549	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
580		0.559	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
590		0.568	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
600		0.578	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
610		0.587	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
620		0.597	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
630		0.607	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
640		0.616	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
650		0.626	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
660		0.636	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
670		0.645	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
680		0.655	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
690		0.664	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
700		0.674	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
710		0.683	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
720		0.693	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
730		0.703	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
740		0.712	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
750		0.722	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
760		0.731	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
770		0.741	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
780		0.751	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
790		0.76	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
800		0.77	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
810		0.779	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
820		0.789	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
830		0.799	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
840		0.808	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
850		0.818	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
860		0.828	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
870		0.837	-6641.642	-5.26	-6636.381	0.13	0.809	152.903	1.391
880		0.847	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
890		0.857	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
900		0.866	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
910		0.876	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
920		0.885	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
930		0.895	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
940		0.904	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
950		0.914	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
960		0.924	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
970		0.933	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
980		0.943	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
990		0.952	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1000		0.962	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1010		0.972	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1020		0.981	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1030		0.991	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1040		1.001	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1050		1.01	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1060		1.02	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1070		1.03	-6607.28	-5.317	-6601.963	0.089	0.845	150.132	1.478
1080		1.039	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1090		1.049	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1100		1.058	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1110		1.068	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1120		1.078	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1130		1.087	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1140		1.097	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1150		1.107	-6581.583	-5.603	-6575.979	0.061	0.852	150.165	1.519
1160		1.116	-6563.284	-5.742	-6557.541	0.053	0.853	148.986	1.572
1170		1.126	-6563.284	-5.742	-6557.541	0.053	0.853	148.986	1.572
1180		1.135	-6563.284	-5.742	-6557.541	0.053	0.853	148.986	1.572
1190		1.145	-6556.959	-7.712	-6549.247	0.015	0.892	148.196	1.58
