iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
600		0.631	-3375.246	-13.581	-3361.666	0.054	0.874	362.209	1.728
610		0.641	-3374.699	-13.77	-3360.929	0.115	0.903	363.219	1.616
620		0.652	-3373.293	-13.845	-3359.448	0.074	0.898	357.847	1.627
630		0.662	-3371.403	-14.036	-3357.367	0.193	0.895	355.836	1.595
640		0.673	-3369.56	-13.454	-3356.106	0.13	0.843	349.224	1.62
650		0.684	-3372.377	-13.858	-3358.519	0.056	0.821	350.258	1.642
660		0.694	-3370.068	-13.04	-3357.028	0.106	0.895	349.492	1.694
670		0.704	-3367.428	-12.113	-3355.315	0.131	0.83	340.649	1.815
680		0.715	-3367.168	-12.27	-3354.898	0.106	0.854	341.17	1.796
690		0.725	-3364.791	-12.096	-3352.695	0.118	0.823	333.296	1.796
700		0.736	-3362.973	-13.765	-3349.209	0.239	0.865	332.001	1.63
710		0.746	-3360.686	-15.877	-3344.808	0.345	0.85	322.349	1.501
720		0.757	-3358.901	-15.341	-3343.56	0.303	0.862	319.354	1.486
730		0.767	-3359.34	-14.796	-3344.544	0.316	0.838	319.341	1.581
740		0.778	-3358.93	-14.053	-3344.877	0.296	0.873	316.097	1.646
750		0.788	-3354.602	-14.094	-3340.507	0.282	0.854	307.639	1.59
760		0.799	-3354.923	-13.34	-3341.583	0.239	0.8	303.623	1.617
770		0.81	-3351.825	-13.018	-3338.808	0.316	0.823	297.392	1.808
780		0.82	-3351.123	-13.435	-3337.688	0.319	0.8	291.725	1.724
790		0.831	-3353.44	-13.7	-3339.74	0.302	0.874	292.118	1.651
800		0.841	-3349.378	-13.222	-3336.156	0.297	0.824	290.575	1.707
810		0.852	-3351.894	-14.005	-3337.89	0.346	0.867	286.084	1.687
820		0.862	-3348.119	-14.636	-3333.483	0.321	0.851	288.647	1.543
830		0.873	-3345.332	-14.961	-3330.371	0.245	0.879	282.035	1.374
840		0.883	-3343.013	-15.362	-3327.651	0.286	0.849	274.421	1.365
850		0.894	-3344.512	-15.652	-3328.86	0.24	0.825	272.647	1.275
860		0.904	-3344.725	-17.003	-3327.722	0.307	0.902	273.248	1.226
870		0.915	-3342.153	-16.54	-3325.613	0.301	0.88	269.43	1.256
880		0.925	-3342.375	-16.614	-3325.761	0.235	0.866	266.467	1.172
890		0.936	-3340.658	-16.606	-3324.052	0.214	0.88	261.526	1.149
900		0.946	-3338.059	-15.324	-3322.735	0.201	0.831	257.074	1.248
910		0.957	-3338.133	-14.249	-3323.885	0.157	0.812	249.412	1.318
920		0.967	-3335.925	-13.346	-3322.579	0.075	0.782	240.983	1.425
930		0.978	-3333.239	-14.56	-3318.679	0.021	0.744	235.748	1.475
940		0.988	-3327.228	-12.367	-3314.861	0.104	0.771	234.441	1.507
950		0.999	-3324.728	-11.181	-3313.547	0.149	0.738	233.628	1.675
960		1.009	-3321.973	-9.624	-3312.349	0.082	0.809	230.789	1.984
970		1.02	-3322.812	-10.716	-3312.096	0.036	0.793	230.16	1.95
980		1.03	-3319.114	-9.193	-3309.921	0.087	0.771	224.584	2.047
990		1.041	-3321.876	-9.077	-3312.8	0.082	0.802	226.462	2.093
1000		1.051	-3319.655	-9.532	-3310.122	0.089	0.802	225.029	1.972
1010		1.062	-3320.517	-12.036	-3308.481	0.05	0.782	226.558	1.627
1020		1.072	-3319.303	-10.744	-3308.559	0.102	0.816	224.907	1.729
1030		1.082	-3317.729	-10.582	-3307.147	0.117	0.824	220.103	1.738
1040		1.093	-3318.53	-10.191	-3308.339	0.189	0.831	220.187	1.85
1050		1.103	-3321.621	-10.986	-3310.635	0.233	0.848	220.152	1.773
1060		1.114	-3318.691	-11.981	-3306.71	0.248	0.778	225.185	1.643
1070		1.124	-3321.704	-11.725	-3309.979	0.303	0.772	231.718	1.813
1080		1.135	-3319.351	-12.637	-3306.714	0.312	0.767	222.793	1.657
1090		1.145	-3315.727	-12.17	-3303.557	0.306	0.765	215.724	1.7
1100		1.156	-3315.892	-12.466	-3303.425	0.344	0.784	216.206	1.746
1110		1.166	-3314.869	-10.738	-3304.131	0.255	0.817	209.047	1.824
1120		1.177	-3312.66	-11.235	-3301.425	0.254	0.782	208.73	1.732
1130		1.187	-3313.132	-11.481	-3301.651	0.221	0.737	205.396	1.631
1140		1.198	-3309.841	-10.821	-3299.02	0.216	0.723	195.38	1.703
1150		1.208	-3310.711	-10.542	-3300.169	0.249	0.682	187.723	1.784
1160		1.219	-3306.903	-9.41	-3297.493	0.151	0.756	187.873	1.864
1170		1.229	-3308.17	-9.799	-3298.371	0.077	0.747	187.994	1.824
1180		1.24	-3307.664	-9.35	-3298.314	0.106	0.761	188.326	1.874
1190		1.25	-3306.421	-9.961	-3296.46	0.112	0.777	187.284	1.758
1200		1.261	-3304.72	-11.24	-3293.48	0.12	0.713	178.136	1.538
1210		1.271	-3301.615	-11.026	-3290.589	0.08	0.787	172.261	1.584
1220		1.282	-3301.132	-10.239	-3290.893	0.093	0.76	168.525	1.679
1230		1.292	-3301.576	-11.388	-3290.188	0.069	0.755	172.302	1.551
1240		1.303	-3297.945	-13.251	-3284.694	0.205	0.805	169.561	1.326
1250		1.313	-3296.609	-12.672	-3283.938	0.166	0.771	161.111	1.348
1260		1.324	-3295.674	-13.692	-3281.982	0.234	0.788	159.076	1.29
1270		1.334	-3296.613	-14.326	-3282.287	0.199	0.82	156.682	1.197
1280		1.345	-3296.801	-14.189	-3282.612	0.188	0.79	155.005	1.2
1290		1.356	-3292.348	-13.386	-3278.962	0.114	0.795	150.637	1.25
1300		1.366	-3292.893	-12.656	-3280.237	0.16	0.747	149.556	1.329
1310		1.377	-3293.641	-12.509	-3281.131	0.201	0.782	153.063	1.378
1320		1.387	-3293.515	-12.738	-3280.776	0.225	0.793	152.045	1.374
1330		1.397	-3294.506	-13.239	-3281.267	0.281	0.783	154.756	1.39
1340		1.408	-3295.459	-13.291	-3282.167	0.317	0.789	151.434	1.436
1350		1.418	-3295.219	-14.051	-3281.168	0.337	0.749	151.907	1.38
1360		1.429	-3292.488	-16.338	-3276.15	0.381	0.772	145.588	1.21
1370		1.439	-3293.122	-17.782	-3275.34	0.419	0.748	144.474	1.141
1380		1.45	-3294.188	-16.752	-3277.436	0.404	0.76	150.216	1.214
1390		1.46	-3291.79	-14.018	-3277.772	0.294	0.779	143.762	1.306
1400		1.471	-3291.708	-15.902	-3275.806	0.37	0.756	142.123	1.228
1410		1.481	-3290.049	-13.184	-3276.866	0.25	0.76	137.74	1.33
1420		1.491	-3286.761	-14.339	-3272.422	0.239	0.77	131.706	1.197
1430		1.502	-3285.468	-15.07	-3270.397	0.256	0.771	129.026	1.145
1440		1.512	-3281.993	-15.056	-3266.938	0.217	0.729	114.465	1.098
1450		1.523	-3280.933	-16.64	-3264.293	0.234	0.759	113.444	0.99
1460		1.533	-3281.668	-15.896	-3265.773	0.237	0.767	111.782	1.046
1470		1.544	-3280.094	-17.282	-3262.812	0.241	0.721	105.283	0.944
1480		1.554	-3280.382	-16.134	-3264.248	0.208	0.79	108.631	1.007
1490		1.565	-3277.836	-16.526	-3261.311	0.22	0.756	105.408	0.983
1500		1.575	-3277.335	-16.889	-3260.446	0.209	0.749	101.925	0.949
1510		1.586	-3276.574	-17.157	-3259.417	0.172	0.725	95.361	0.911
1520		1.596	-3275.292	-16.971	-3258.322	0.106	0.751	94.978	0.916
1530		1.607	-3275.314	-16.722	-3258.592	0.124	0.749	95.672	0.931
1540		1.617	-3278.058	-16.011	-3262.047	0.128	0.782	96.68	0.98
1550		1.628	-3279.739	-16.847	-3262.891	0.097	0.8	101.524	0.932
1560		1.638	-3279.796	-17.393	-3262.403	0.143	0.751	99.813	0.892
1570		1.649	-3274.477	-17.369	-3257.108	0.184	0.743	92.243	0.901
1580		1.659	-3275.606	-18.06	-3257.546	0.198	0.723	90.119	0.863
1590		1.67	-3273.941	-17.883	-3256.058	0.155	0.748	85.176	0.857
1600		1.68	-3273.662	-17.426	-3256.236	0.157	0.728	86.916	0.885
1610		1.691	-3273.08	-17.635	-3255.446	0.187	0.742	87.506	0.883
1620		1.702	-3275.012	-17.169	-3257.843	0.148	0.769	88.105	0.901
1630		1.712	-3276.488	-17.349	-3259.139	0.14	0.784	92.55	0.891
1640		1.723	-3275.931	-17.795	-3258.136	0.145	0.788	91.168	0.864
1650		1.733	-3275.074	-18.612	-3256.462	0.138	0.783	89.236	0.816
1660		1.744	-3275.357	-17.951	-3257.406	0.248	0.767	91.925	0.898
1670		1.755	-3274.739	-18.281	-3256.458	0.2	0.778	87.886	0.851
1680		1.765	-3274.668	-17.576	-3257.092	0.191	0.769	90.167	0.89
1690		1.776	-3273.776	-17.463	-3256.314	0.168	0.743	90.139	0.888
1700		1.786	-3272.42	-16.781	-3255.64	0.15	0.715	79.942	0.921
1710		1.797	-3271.294	-19.174	-3252.121	0.224	0.73	77.399	0.807
1720		1.807	-3273.351	-17.367	-3255.985	0.246	0.731	76.838	0.926
1730		1.818	-3272.125	-18.539	-3253.585	0.272	0.756	76.4	0.872
1740		1.828	-3273.941	-18.229	-3255.711	0.327	0.71	80.33	0.938
1750		1.839	-3272.836	-18.669	-3254.166	0.262	0.716	82.327	0.859
1760		1.849	-3275.337	-15.894	-3259.443	0.23	0.713	84.171	1.019
1770		1.86	-3275.043	-16.701	-3258.342	0.25	0.745	82.257	0.976
1780		1.87	-3270.711	-18.16	-3252.551	0.18	0.723	78.21	0.845
1790		1.881	-3272.268	-18.957	-3253.311	0.191	0.709	75.727	0.803
1800		1.891	-3273.257	-18.674	-3254.583	0.274	0.674	72.885	0.863
1810		1.902	-3269.469	-19.648	-3249.821	0.242	0.725	72.217	0.789
1820		1.912	-3271.768	-20.526	-3251.242	0.27	0.741	71.119	0.76
1830		1.923	-3274.02	-18.766	-3255.254	0.274	0.774	69.823	0.858
1840		1.933	-3270.001	-19.941	-3250.06	0.301	0.753	67.183	0.809
1850		1.944	-3269.635	-20.992	-3248.643	0.347	0.742	64.635	0.789
1860		1.954	-3268.141	-19.603	-3248.538	0.267	0.736	61.744	0.803
1870		1.965	-3268.536	-20.049	-3248.486	0.259	0.75	63.948	0.776
1880		1.975	-3269.739	-21.582	-3248.156	0.364	0.744	62.996	0.772
1890		1.986	-3269.375	-21.5	-3247.875	0.335	0.706	63.857	0.752
1900		1.996	-3269.833	-21.599	-3248.234	0.329	0.678	57.639	0.742
1910		2.007	-3270.174	-23.621	-3246.553	0.406	0.754	60.2	0.708
1920		2.017	-3271.85	-21.483	-3250.368	0.362	0.655	56.86	0.773
1930		2.028	-3268.242	-23.259	-3244.983	0.407	0.721	52.724	0.725
1940		2.039	-3267.032	-22.449	-3244.583	0.318	0.777	45.846	0.695
1950		2.049	-3268.28	-22.62	-3245.66	0.351	0.73	43.528	0.71
1960		2.059	-3265.111	-25.388	-3239.723	0.324	0.761	40.27	0.581
1970		2.07	-3266.039	-23.467	-3242.571	0.344	0.769	43.083	0.668
1980		2.08	-3265.081	-24.07	-3241.01	0.341	0.752	38.618	0.642
1990		2.091	-3265.278	-24.01	-3241.268	0.363	0.77	38.466	0.659
2000		2.101	-3266.089	-22.813	-3243.275	0.302	0.791	40.989	0.671
2010		2.112	-3266.693	-22.663	-3244.03	0.304	0.741	37.323	0.679
2020		2.122	-3263.734	-23.748	-3239.986	0.289	0.761	35.639	0.626
2030		2.133	-3264.516	-25.088	-3239.428	0.289	0.754	31.735	0.577
2040		2.144	-3263.721	-24.014	-3239.707	0.211	0.727	29.539	0.587
2050		2.154	-3261.374	-26.755	-3234.619	0.184	0.789	21.651	0.495
2060		2.165	-3261.182	-26.352	-3234.83	0.207	0.782	21.323	0.513
2070		2.175	-3261.003	-27.538	-3233.465	0.213	0.787	17.231	0.483
2080		2.186	-3261.003	-27.538	-3233.465	0.213	0.787	17.231	0.483
2090		2.196	-3261.361	-27.117	-3234.244	0.237	0.777	18.398	0.5
2100		2.207	-3260.912	-27.976	-3232.936	0.201	0.793	13.932	0.471
2110		2.217	-3261.266	-28.748	-3232.518	0.159	0.782	13.481	0.444
2120		2.228	-3261.266	-28.748	-3232.518	0.159	0.782	13.481	0.444
2130		2.238	-3261.58	-28.918	-3232.662	0.203	0.8	11.437	0.45
2140		2.249	-3260.086	-29.362	-3230.724	0.225	0.8	12.401	0.442
2150		2.259	-3260.086	-29.362	-3230.724	0.225	0.8	12.401	0.442
2160		2.27	-3260.086	-29.362	-3230.724	0.225	0.8	12.401	0.442
2170		2.281	-3260.086	-29.362	-3230.724	0.225	0.8	12.401	0.442
2180		2.291	-3261.683	-28.242	-3233.441	0.222	0.783	13.645	0.469
2190		2.302	-3261.683	-28.242	-3233.441	0.222	0.783	13.645	0.469
2200		2.313	-3260.571	-28.235	-3232.335	0.168	0.78	14.364	0.458
2210		2.323	-3261.655	-27.005	-3234.65	0.188	0.771	17.355	0.492
2220		2.334	-3261.649	-26.15	-3235.499	0.196	0.77	17.862	0.52
2230		2.344	-3260.631	-26.826	-3233.804	0.184	0.798	17.908	0.497
2240		2.355	-3260.761	-26.533	-3234.229	0.133	0.806	17.716	0.5
2250		2.365	-3260.729	-27.527	-3233.202	0.15	0.8	15.098	0.475
2260		2.376	-3260.512	-28.351	-3232.161	0.168	0.815	13.521	0.456
2270		2.386	-3260.686	-28.131	-3232.554	0.138	0.8	14.163	0.458
2280		2.397	-3260.686	-28.131	-3232.554	0.138	0.8	14.163	0.458
2290		2.407	-3260.577	-26.564	-3234.013	0.149	0.8	18.667	0.499
2300		2.418	-3263.53	-26.352	-3237.177	0.111	0.744	21.096	0.502
2310		2.428	-3266.613	-23.334	-3243.279	0.129	0.697	24.364	0.6
2320		2.439	-3266.635	-24.465	-3242.17	0.162	0.712	29.396	0.56
2330		2.449	-3265.25	-24.448	-3240.802	0.161	0.733	29.063	0.56
2340		2.46	-3262.315	-24.124	-3238.191	0.142	0.78	29.998	0.57
2350		2.471	-3264.099	-22.889	-3241.21	0.085	0.757	30.645	0.619
2360		2.481	-3264.67	-23.343	-3241.327	0.095	0.827	33.591	0.599
2370		2.492	-3264.67	-23.343	-3241.327	0.095	0.827	33.591	0.599
2380		2.503	-3262.826	-24.399	-3238.427	0.083	0.78	27.833	0.566
2390		2.513	-3264.602	-25.17	-3239.432	0.108	0.813	28.15	0.535
2400		2.524	-3265.994	-25.078	-3240.916	0.167	0.85	26.238	0.543
2410		2.535	-3263.65	-25.208	-3238.442	0.18	0.82	21.905	0.544
2420		2.545	-3262.469	-26.589	-3235.88	0.291	0.799	22.684	0.532
2430		2.556	-3260.728	-27.384	-3233.344	0.239	0.797	18.654	0.493
2440		2.566	-3260.728	-27.384	-3233.344	0.239	0.797	18.654	0.493
2450		2.577	-3261.783	-26.575	-3235.208	0.213	0.775	21.324	0.507
2460		2.587	-3264.584	-25.97	-3238.614	0.212	0.755	16.691	0.531
2470		2.598	-3265.161	-24.383	-3240.778	0.118	0.709	22.179	0.564
2480		2.608	-3261.867	-25.163	-3236.704	0.122	0.777	21.811	0.539
2490		2.619	-3264.544	-25.509	-3239.035	0.112	0.825	26.795	0.525
2500		2.629	-3264.573	-25.479	-3239.095	0.099	0.823	26.908	0.527
2510		2.639	-3264.382	-23.215	-3241.167	0.135	0.727	28.708	0.602
2520		2.65	-3265.676	-22.692	-3242.984	0.15	0.771	28.099	0.625
2530		2.66	-3261.679	-25.859	-3235.821	0.116	0.782	24.507	0.515
2540		2.671	-3262.465	-25.686	-3236.779	0.077	0.805	24.23	0.527
2550		2.681	-3263.798	-24.005	-3239.792	0.092	0.801	27.925	0.578
2560		2.692	-3264.752	-26.509	-3238.243	0.086	0.833	20.949	0.502
2570		2.702	-3261.24	-27.258	-3233.981	0.128	0.777	17.985	0.478
2580		2.713	-3262.027	-26.753	-3235.274	0.208	0.777	22.227	0.5
2590		2.723	-3264.521	-26.119	-3238.402	0.159	0.725	20.248	0.511
2600		2.734	-3263.624	-24.712	-3238.912	0.138	0.742	24.978	0.551
2610		2.745	-3261.679	-27.447	-3234.231	0.203	0.773	17.489	0.482
2620		2.755	-3263.11	-25.696	-3237.414	0.164	0.766	17.591	0.529
2630		2.766	-3262.472	-25.527	-3236.945	0.116	0.806	20.749	0.528
2640		2.776	-3262.437	-26.973	-3235.464	0.113	0.778	14.82	0.49
2650		2.787	-3261.483	-27.568	-3233.915	0.176	0.771	15.945	0.475
2660		2.797	-3262.393	-25.653	-3236.74	0.116	0.785	18.072	0.527
2670		2.807	-3262.043	-27.327	-3234.716	0.121	0.772	17.881	0.476
2680		2.818	-3261.681	-27.537	-3234.144	0.123	0.778	17.04	0.471
2690		2.828	-3261.681	-27.537	-3234.144	0.123	0.778	17.04	0.471
2700		2.839	-3264.731	-25.7	-3239.031	0.155	0.756	16.378	0.529
2710		2.849	-3263.524	-26.043	-3237.481	0.163	0.735	20.407	0.514
2720		2.86	-3263.193	-25.546	-3237.646	0.151	0.725	20.003	0.529
2730		2.87	-3262.617	-26.583	-3236.034	0.185	0.753	17.005	0.505
2740		2.881	-3262.584	-25.28	-3237.304	0.21	0.75	23.623	0.546
2750		2.891	-3262.281	-25.411	-3236.87	0.182	0.764	26.346	0.533
2760		2.902	-3261.49	-24.931	-3236.559	0.151	0.792	24.606	0.546
2770		2.912	-3262.971	-24.656	-3238.315	0.145	0.798	23.33	0.556
2780		2.923	-3261.59	-25.686	-3235.904	0.137	0.807	21.069	0.523
2790		2.933	-3260.438	-26.671	-3233.767	0.175	0.8	18.689	0.499
2800		2.944	-3261.957	-28.009	-3233.948	0.123	0.769	15.486	0.459
2810		2.954	-3261.041	-28.142	-3232.899	0.114	0.799	13.274	0.459
2820		2.964	-3261.438	-28.355	-3233.083	0.148	0.788	12.527	0.455
2830		2.975	-3262.362	-28.908	-3233.453	0.128	0.796	14.168	0.437
2840		2.985	-3260.717	-26.711	-3234.006	0.151	0.8	17.832	0.495
2850		2.996	-3261.093	-26.222	-3234.872	0.12	0.794	19.483	0.507
2860		3.006	-3260.944	-26.16	-3234.783	0.172	0.812	21.662	0.512
2870		3.017	-3260.944	-26.16	-3234.783	0.172	0.812	21.662	0.512
2880		3.027	-3261.481	-25.67	-3235.811	0.141	0.795	19.94	0.525
2890		3.038	-3262.35	-26.35	-3235.999	0.118	0.764	20.02	0.503
2900		3.048	-3261.533	-27.005	-3234.528	0.132	0.805	15.51	0.488
2910		3.059	-3261.31	-28.203	-3233.107	0.108	0.789	13.685	0.457
2920		3.069	-3262.309	-28.605	-3233.703	0.104	0.771	12.508	0.448
2930		3.08	-3261.737	-27.944	-3233.794	0.156	0.763	15.373	0.463
2940		3.09	-3261.178	-29.139	-3232.039	0.198	0.801	11.362	0.443
2950		3.101	-3260.427	-29.937	-3230.49	0.22	0.803	11.138	0.428
2960		3.111	-3259.989	-29.11	-3230.88	0.178	0.808	12.565	0.439
2970		3.122	-3262.703	-27.123	-3235.579	0.198	0.773	14.98	0.494
2980		3.132	-3262.228	-26.744	-3235.485	0.234	0.769	16.551	0.513
2990		3.143	-3261.099	-26.704	-3234.395	0.168	0.81	18.33	0.497
3000		3.153	-3261.357	-27.26	-3234.097	0.198	0.809	15.944	0.489
3010		3.164	-3261.73	-27.445	-3234.285	0.191	0.824	15.677	0.483
3020		3.174	-3263.611	-28.135	-3235.476	0.223	0.776	11.973	0.475
3030		3.185	-3261.538	-29.401	-3232.137	0.217	0.791	11.371	0.44
3040		3.195	-3263.397	-28.454	-3234.944	0.267	0.8	12.973	0.478
3050		3.206	-3261.425	-30.077	-3231.348	0.313	0.816	12.782	0.449
3060		3.216	-3263.034	-28.112	-3234.922	0.282	0.796	14.629	0.49
3070		3.227	-3262.484	-27.131	-3235.353	0.287	0.786	18.472	0.517
3080		3.237	-3262.484	-27.131	-3235.353	0.287	0.786	18.472	0.517
3090		3.248	-3263.521	-26.848	-3236.673	0.197	0.817	15.849	0.501
3100		3.258	-3261.034	-28.881	-3232.153	0.144	0.805	11.512	0.443
3110		3.269	-3264.685	-27.336	-3237.35	0.159	0.834	13.911	0.483
3120		3.279	-3261.642	-27.399	-3234.243	0.134	0.821	15.179	0.478
3130		3.29	-3262.106	-28.909	-3233.197	0.155	0.781	13.364	0.44
3140		3.3	-3260.738	-28.627	-3232.112	0.157	0.815	12.283	0.449
3150		3.311	-3261.117	-28.4	-3232.717	0.212	0.81	13.229	0.463
3160		3.321	-3260.848	-27.565	-3233.282	0.246	0.792	17.335	0.491
3170		3.332	-3260.955	-27.313	-3233.642	0.228	0.808	18.608	0.492
3180		3.342	-3264.051	-25.335	-3238.716	0.169	0.719	22.244	0.536
3190		3.353	-3261.883	-25.448	-3236.435	0.075	0.788	22.809	0.537
3200		3.363	-3261.952	-24.273	-3237.679	0.121	0.761	24.379	0.567
3210		3.373	-3262.224	-25.624	-3236.6	0.097	0.765	21.076	0.526
3220		3.384	-3264.914	-24.834	-3240.08	0.052	0.734	22.905	0.57
3230		3.394	-3262.125	-27.201	-3234.924	0.083	0.775	16.066	0.486
3240		3.405	-3261.836	-27.153	-3234.683	0.092	0.781	17.555	0.484
3250		3.415	-3260.797	-27.593	-3233.204	0.186	0.79	16.551	0.476
3260		3.426	-3260.529	-28.967	-3231.562	0.157	0.792	12.544	0.44
3270		3.436	-3261.754	-31.31	-3230.444	0.227	0.802	8.181	0.402
3280		3.447	-3261.754	-31.31	-3230.444	0.227	0.802	8.181	0.402
3290		3.457	-3262.509	-30.819	-3231.691	0.221	0.797	9.876	0.408
3300		3.468	-3262.509	-30.819	-3231.691	0.221	0.797	9.876	0.408
3310		3.478	-3262.509	-30.819	-3231.691	0.221	0.797	9.876	0.408
3320		3.489	-3262.782	-28.318	-3234.464	0.224	0.813	15.972	0.465
3330		3.499	-3262.396	-27.36	-3235.035	0.195	0.776	14.41	0.487
3340		3.51	-3261.476	-27.08	-3234.396	0.194	0.775	18.247	0.49
3350		3.52	-3261.476	-27.08	-3234.396	0.194	0.775	18.247	0.49
3360		3.531	-3261.304	-28.002	-3233.303	0.221	0.782	15.639	0.473
3370		3.541	-3261.304	-28.002	-3233.303	0.221	0.782	15.639	0.473
3380		3.551	-3261.304	-28.002	-3233.303	0.221	0.782	15.639	0.473
3390		3.562	-3261.304	-28.002	-3233.303	0.221	0.782	15.639	0.473
3400		3.572	-3260.632	-27.286	-3233.346	0.223	0.791	17.829	0.492
3410		3.583	-3261.292	-29.489	-3231.803	0.265	0.802	12.468	0.449
3420		3.593	-3262.49	-28.949	-3233.541	0.282	0.802	13.002	0.469
3430		3.604	-3262.86	-29.173	-3233.687	0.245	0.76	13.801	0.449
3440		3.615	-3262.86	-29.173	-3233.687	0.245	0.76	13.801	0.449
3450		3.625	-3262.201	-26.496	-3235.705	0.258	0.745	19.888	0.525
3460		3.635	-3262.557	-25.89	-3236.667	0.209	0.751	20.609	0.528
3470		3.646	-3262.605	-24.155	-3238.45	0.265	0.766	31.066	0.601
3480		3.657	-3261.96	-25.177	-3236.783	0.211	0.776	28.213	0.547
3490		3.667	-3260.879	-26.448	-3234.431	0.236	0.792	24.119	0.516
