iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1964.224	-24.33	-1939.894	0.32	0.996	72.18	2.019
10	0.008	-1814.592	-22.278	-1792.315	0.32	0.89	66.731	2.016
20	0.016	-1811.493	-22.936	-1788.557	0.32	0.868	69.304	1.918
30	0.023	-1801.574	-25.096	-1776.478	0.32	0.826	76.216	1.9
40	0.031	-1801.574	-25.096	-1776.478	0.32	0.826	76.216	1.9
50	0.039	-1801.449	-24.3	-1777.148	0.32	0.811	73.475	1.959
60	0.046	-1800.492	-24.235	-1776.257	0.32	0.817	73.515	1.905
70	0.053	-1797.685	-22.648	-1775.036	0.32	0.822	68.889	1.829
80	0.061	-1797.175	-23.327	-1773.848	0.32	0.814	71.192	1.792
90	0.068	-1791.314	-21.892	-1769.422	0.32	0.788	67.545	1.606
100	0.075	-1790.224	-21.299	-1768.924	0.32	0.779	65.811	1.579
110	0.083	-1785.369	-21.941	-1763.428	0.32	0.902	68.342	1.406
120	0.09	-1748.35	-24.14	-1724.21	0.32	0.888	76.066	1.196
130	0.097	-1747.371	-23.439	-1723.931	0.32	0.864	73.986	1.181
140	0.105	-1743.611	-23.3	-1720.312	0.32	0.9	73.719	1.109
150	0.112	-1736.069	-21.287	-1714.782	0.32	0.927	67.904	0.927
160	0.119	-1734.346	-18.834	-1715.512	0.32	0.918	60.515	0.815
170	0.127	-1734.632	-19.029	-1715.604	0.32	0.97	60.748	0.849
180	0.134	-1730.38	-18.79	-1711.59	0.32	0.925	60.191	0.877
190	0.141	-1729.35	-17.611	-1711.739	0.32	0.883	56.461	0.922
200	0.149	-1728.197	-17.711	-1710.486	0.32	0.93	56.912	0.819
210	0.156	-1728.046	-17.35	-1710.695	0.32	0.949	55.614	0.842
220	0.163	-1727.644	-17.531	-1710.113	0.32	0.933	56.224	0.859
230	0.171	-1725.145	-16.089	-1709.056	0.32	0.937	51.629	0.858
240	0.178	-1722.39	-15.219	-1707.172	0.32	0.917	49.006	0.829
250	0.185	-1715.673	-12.9	-1702.772	0.32	0.956	41.491	0.779
260	0.193	-1712.799	-11.859	-1700.941	0.32	0.954	38.188	0.75
270	0.2	-1709.538	-11.194	-1698.344	0.32	0.916	36.333	0.684
280	0.207	-1711.11	-11.796	-1699.313	0.32	0.891	38.277	0.735
290	0.215	-1706.186	-9.968	-1696.219	0.32	0.923	32.277	0.682
300	0.222	-1699.346	-7.074	-1692.272	0.32	0.915	22.666	0.607
310	0.229	-1697.307	-7.637	-1689.671	0.32	0.948	24.354	0.665
320	0.237	-1696.777	-8.082	-1688.695	0.32	0.951	25.868	0.657
330	0.244	-1696.789	-7.392	-1689.397	0.32	0.957	23.482	0.647
340	0.252	-1693.753	-6.617	-1687.135	0.32	0.947	20.901	0.623
350	0.259	-1693.753	-6.617	-1687.135	0.32	0.947	20.901	0.623
360	0.266	-1693.206	-6.927	-1686.278	0.32	0.921	22.093	0.635
370	0.274	-1692.792	-6.504	-1686.288	0.32	0.919	20.639	0.625
380	0.281	-1693.403	-6.216	-1687.187	0.32	0.934	19.61	0.581
390	0.288	-1693.767	-6.369	-1687.397	0.32	0.952	20.005	0.615
400	0.295	-1692.48	-5.836	-1686.644	0.32	0.919	18.337	0.568
410	0.303	-1689.709	-4.597	-1685.112	0.32	0.924	13.757	0.533
420	0.31	-1690.224	-4.581	-1685.643	0.32	0.951	13.542	0.523
430	0.317	-1690.224	-4.581	-1685.643	0.32	0.951	13.542	0.523
440	0.325	-1691.314	-5.2	-1686.114	0.32	0.946	15.905	0.539
450	0.332	-1691.371	-5.254	-1686.117	0.32	0.917	16.255	0.537
460	0.339	-1688.339	-3.978	-1684.36	0.32	0.918	11.351	0.495
470	0.347	-1687.592	-3.519	-1684.073	0.32	0.937	9.289	0.46
480	0.354	-1689.62	-3.694	-1685.926	0.32	0.952	9.96	0.501
490	0.361	-1686.511	-2.991	-1683.52	0.32	0.944	6.66	0.437
500	0.368	-1686.511	-2.991	-1683.52	0.32	0.944	6.66	0.437
510	0.376	-1686.511	-2.991	-1683.52	0.32	0.944	6.66	0.437
520	0.383	-1686.511	-2.991	-1683.52	0.32	0.944	6.66	0.437
530	0.39	-1687.262	-3.389	-1683.872	0.32	0.916	8.835	0.466
540	0.398	-1687.521	-2.967	-1684.554	0.32	0.899	6.82	0.436
550	0.405	-1689.333	-4.329	-1685.004	0.32	0.946	12.602	0.513
560	0.412	-1690.74	-4.874	-1685.865	0.32	0.943	14.705	0.541
570	0.419	-1690.74	-4.874	-1685.865	0.32	0.943	14.705	0.541
580	0.427	-1690.518	-4.688	-1685.829	0.32	0.951	13.955	0.529
590	0.434	-1689.627	-4.381	-1685.245	0.32	0.923	12.928	0.532
600	0.441	-1690.263	-3.601	-1686.662	0.32	0.886	9.885	0.463
610	0.449	-1691.247	-2.843	-1688.404	0.32	0.863	6.241	0.418
620	0.456	-1687.165	-2.947	-1684.218	0.32	0.903	6.696	0.437
630	0.463	-1686.727	-2.663	-1684.064	0.32	0.926	4.581	0.398
640	0.471	-1686.727	-2.663	-1684.064	0.32	0.926	4.581	0.398
650	0.478	-1687.354	-2.835	-1684.519	0.32	0.927	5.844	0.41
660	0.485	-1686.819	-3.246	-1683.573	0.32	0.923	8.124	0.459
670	0.493	-1686.88	-2.595	-1684.285	0.32	0.918	4.001	0.397
680	0.5	-1687.139	-2.635	-1684.505	0.32	0.906	4.558	0.405
690	0.507	-1686.626	-2.989	-1683.636	0.32	0.917	6.857	0.444
700	0.515	-1687.222	-3.498	-1683.724	0.32	0.927	9.27	0.475
710	0.522	-1687.532	-3.445	-1684.088	0.32	0.909	9.121	0.478
720	0.529	-1687.532	-3.445	-1684.088	0.32	0.909	9.121	0.478
730	0.537	-1689.417	-3.489	-1685.929	0.32	0.909	9.298	0.451
740	0.544	-1687.413	-3.323	-1684.09	0.32	0.909	8.566	0.474
750	0.551	-1687.205	-2.581	-1684.624	0.32	0.911	3.886	0.392
760	0.559	-1687.205	-2.581	-1684.624	0.32	0.911	3.886	0.392
770	0.566	-1687.797	-2.812	-1684.986	0.32	0.972	5.07	0.405
780	0.573	-1687.797	-2.812	-1684.986	0.32	0.972	5.07	0.405
790	0.581	-1687.797	-2.812	-1684.986	0.32	0.972	5.07	0.405
800	0.588	-1686.33	-2.796	-1683.534	0.32	0.942	5.476	0.416
810	0.595	-1686.33	-2.796	-1683.534	0.32	0.942	5.476	0.416
820	0.603	-1686.25	-2.816	-1683.435	0.32	0.938	5.659	0.423
830	0.61	-1686.25	-2.816	-1683.435	0.32	0.938	5.659	0.423
840	0.617	-1686.521	-3.096	-1683.426	0.32	0.932	7.314	0.447
850	0.625	-1687.556	-3.552	-1684.004	0.32	0.945	9.382	0.465
860	0.632	-1686.812	-3.211	-1683.602	0.32	0.928	7.917	0.452
870	0.639	-1687.283	-3.396	-1683.887	0.32	0.948	8.65	0.457
880	0.647	-1686.878	-3.199	-1683.679	0.32	0.928	7.872	0.462
890	0.654	-1687.636	-2.856	-1684.78	0.32	0.928	5.963	0.409
900	0.662	-1687.013	-2.801	-1684.212	0.32	0.931	5.587	0.408
910	0.669	-1686.72	-2.603	-1684.117	0.32	0.932	3.879	0.395
920	0.676	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
930	0.684	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
940	0.691	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
950	0.698	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
960	0.706	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
970	0.713	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
980	0.72	-1687.263	-2.654	-1684.609	0.32	0.905	4.738	0.405
990	0.728	-1687.769	-3.035	-1684.734	0.32	0.89	7.232	0.45
1000	0.735	-1687.769	-3.035	-1684.734	0.32	0.89	7.232	0.45
1010	0.742	-1686.868	-3.286	-1683.582	0.32	0.938	8.215	0.454
1020	0.75	-1686.868	-3.286	-1683.582	0.32	0.938	8.215	0.454
1030	0.757	-1689.124	-3.673	-1685.451	0.32	0.903	10.134	0.468
1040	0.764	-1689.124	-3.673	-1685.451	0.32	0.903	10.134	0.468
1050	0.771	-1687.708	-3.498	-1684.21	0.32	0.916	9.32	0.466
1060	0.779	-1687.671	-3.342	-1684.329	0.32	0.909	8.642	0.457
1070	0.786	-1688.237	-3.239	-1684.998	0.32	0.968	7.669	0.445
1080	0.793	-1688.452	-2.675	-1685.777	0.32	0.932	4.562	0.384
1090	0.801	-1688.938	-3.208	-1685.731	0.32	0.915	7.954	0.433
1100	0.808	-1686.596	-3.018	-1683.578	0.32	0.931	6.904	0.435
1110	0.815	-1686.596	-3.018	-1683.578	0.32	0.931	6.904	0.435
1120	0.823	-1686.775	-3.16	-1683.615	0.32	0.94	7.59	0.455
1130	0.83	-1688.576	-3.942	-1684.634	0.32	0.909	11.239	0.508
1140	0.837	-1688.266	-3.657	-1684.61	0.32	0.905	10.064	0.477
1150	0.845	-1688.426	-3.831	-1684.594	0.32	0.906	10.801	0.502
1160	0.852	-1688.426	-3.831	-1684.594	0.32	0.906	10.801	0.502
1170	0.859	-1688.025	-3.801	-1684.224	0.32	0.924	10.591	0.498
1180	0.867	-1689.402	-3.078	-1686.324	0.32	0.954	6.975	0.411
1190	0.874	-1686.278	-2.767	-1683.51	0.32	0.931	5.401	0.42
1200	0.881	-1686.278	-2.767	-1683.51	0.32	0.931	5.401	0.42
1210	0.889	-1686.278	-2.767	-1683.51	0.32	0.931	5.401	0.42
1220	0.896	-1686.278	-2.767	-1683.51	0.32	0.931	5.401	0.42
1230	0.903	-1686.406	-3.004	-1683.402	0.32	0.93	6.848	0.441
1240	0.91	-1687.521	-3.508	-1684.013	0.32	0.942	9.218	0.478
1250	0.918	-1687.436	-3.437	-1683.999	0.32	0.911	9.073	0.472
1260	0.925	-1687.155	-3.038	-1684.117	0.32	0.903	7.194	0.451
1270	0.932	-1686.501	-3.074	-1683.427	0.32	0.93	7.222	0.446
1280	0.94	-1686.68	-3.123	-1683.557	0.32	0.944	7.357	0.442
1290	0.947	-1686.55	-2.857	-1683.693	0.32	0.951	5.773	0.417
1300	0.954	-1686.55	-2.857	-1683.693	0.32	0.951	5.773	0.417
1310	0.962	-1686.55	-2.857	-1683.693	0.32	0.951	5.773	0.417
1320	0.969	-1687.021	-2.983	-1684.038	0.32	0.94	6.669	0.449
1330	0.976	-1686.758	-3.194	-1683.564	0.32	0.936	7.778	0.447
1340	0.983	-1686.758	-3.194	-1683.564	0.32	0.936	7.778	0.447
1350	0.991	-1686.758	-3.194	-1683.564	0.32	0.936	7.778	0.447
1360	0.998	-1687.114	-3.271	-1683.843	0.32	0.95	8.045	0.452
1370	1.005	-1686.758	-3.197	-1683.561	0.32	0.925	7.88	0.459
1380	1.013	-1686.758	-3.197	-1683.561	0.32	0.925	7.88	0.459
1390	1.02	-1687.487	-3.536	-1683.951	0.32	0.924	9.445	0.468
1400	1.028	-1687.487	-3.536	-1683.951	0.32	0.924	9.445	0.468
1410	1.035	-1687.32	-2.617	-1684.703	0.32	0.949	3.368	0.371
1420	1.042	-1687.32	-2.617	-1684.703	0.32	0.949	3.368	0.371
1430	1.05	-1687.32	-2.617	-1684.703	0.32	0.949	3.368	0.371
1440	1.057	-1687.32	-2.617	-1684.703	0.32	0.949	3.368	0.371
1450	1.064	-1687.433	-2.976	-1684.458	0.32	0.895	6.901	0.448
1460	1.072	-1687.433	-2.976	-1684.458	0.32	0.895	6.901	0.448
1470	1.079	-1686.291	-2.768	-1683.524	0.32	0.941	5.286	0.413
1480	1.086	-1686.291	-2.768	-1683.524	0.32	0.941	5.286	0.413
1490	1.094	-1687.749	-2.598	-1685.151	0.32	0.939	2.967	0.363
1500	1.101	-1687.772	-2.636	-1685.136	0.32	0.919	4.362	0.387
1510	1.108	-1687.714	-2.609	-1685.105	0.32	0.93	3.843	0.378
1520	1.116	-1687.714	-2.609	-1685.105	0.32	0.93	3.843	0.378
1530	1.123	-1687.195	-2.717	-1684.478	0.32	0.954	4.642	0.39
1540	1.13	-1686.336	-2.804	-1683.532	0.32	0.937	5.577	0.416
1550	1.138	-1686.274	-2.748	-1683.526	0.32	0.929	5.282	0.418
1560	1.145	-1686.551	-2.746	-1683.806	0.32	0.952	4.985	0.412
1570	1.152	-1686.551	-2.746	-1683.806	0.32	0.952	4.985	0.412
1580	1.16	-1686.551	-2.746	-1683.806	0.32	0.952	4.985	0.412
1590	1.167	-1686.551	-2.746	-1683.806	0.32	0.952	4.985	0.412
1600	1.175	-1687.048	-3.325	-1683.724	0.32	0.941	8.37	0.453
1610	1.182	-1687.048	-3.325	-1683.724	0.32	0.941	8.37	0.453
1620	1.189	-1686.932	-3.217	-1683.715	0.32	0.946	7.824	0.454
1630	1.197	-1687.17	-3.134	-1684.036	0.32	0.939	7.44	0.434
1640	1.204	-1686.982	-3.268	-1683.714	0.32	0.945	8.077	0.458
1650	1.211	-1686.751	-2.699	-1684.052	0.32	0.957	4.455	0.395
1660	1.219	-1686.535	-2.691	-1683.843	0.32	0.938	4.688	0.399
1670	1.226	-1686.535	-2.691	-1683.843	0.32	0.938	4.688	0.399
1680	1.233	-1686.638	-2.894	-1683.743	0.32	0.938	6.165	0.438
1690	1.241	-1686.638	-2.894	-1683.743	0.32	0.938	6.165	0.438
1700	1.248	-1686.638	-2.894	-1683.743	0.32	0.938	6.165	0.438
1710	1.256	-1687.475	-2.947	-1684.528	0.32	0.931	6.482	0.418
1720	1.263	-1686.972	-2.996	-1683.975	0.32	0.944	6.666	0.423
1730	1.27	-1686.577	-2.709	-1683.869	0.32	0.917	5.103	0.419
1740	1.278	-1686.477	-2.668	-1683.809	0.32	0.928	4.66	0.41
1750	1.285	-1686.504	-2.717	-1683.787	0.32	0.944	4.832	0.401
1760	1.292	-1686.504	-2.717	-1683.787	0.32	0.944	4.832	0.401
1770	1.3	-1686.504	-2.717	-1683.787	0.32	0.944	4.832	0.401
1780	1.307	-1686.504	-2.717	-1683.787	0.32	0.944	4.832	0.401
1790	1.314	-1686.504	-2.717	-1683.787	0.32	0.944	4.832	0.401
1800	1.322	-1687.601	-2.657	-1684.944	0.32	0.946	4.154	0.38
1810	1.329	-1686.592	-2.707	-1683.885	0.32	0.95	4.645	0.399
1820	1.336	-1686.806	-2.77	-1684.036	0.32	0.959	5.038	0.408
1830	1.344	-1686.659	-2.869	-1683.791	0.32	0.951	5.861	0.428
1840	1.351	-1686.659	-2.869	-1683.791	0.32	0.951	5.861	0.428
1850	1.358	-1686.659	-2.869	-1683.791	0.32	0.951	5.861	0.428
1860	1.366	-1686.286	-2.798	-1683.488	0.32	0.936	5.561	0.424
1870	1.373	-1688.007	-3.076	-1684.931	0.32	0.956	7.013	0.454
1880	1.38	-1688.287	-3.768	-1684.519	0.32	0.918	10.483	0.503
1890	1.388	-1688.04	-3.554	-1684.486	0.32	0.942	9.425	0.487
1900	1.395	-1687.86	-3.708	-1684.153	0.32	0.938	10.111	0.472
1910	1.402	-1688.83	-3.274	-1685.556	0.32	0.957	8.009	0.472
1920	1.41	-1688.83	-3.274	-1685.556	0.32	0.957	8.009	0.472
1930	1.417	-1689.992	-4.515	-1685.478	0.32	0.924	13.449	0.502
1940	1.424	-1690.535	-4.779	-1685.755	0.32	0.925	14.44	0.548
1950	1.432	-1691.26	-5.304	-1685.956	0.32	0.918	16.422	0.554
1960	1.439	-1689.398	-3.787	-1685.611	0.32	0.966	10.209	0.48
1970	1.446	-1689.037	-4.213	-1684.824	0.32	0.946	12.144	0.506
1980	1.454	-1689.037	-4.213	-1684.824	0.32	0.946	12.144	0.506
1990	1.461	-1689.037	-4.213	-1684.824	0.32	0.946	12.144	0.506
2000	1.468	-1689.845	-4.14	-1685.704	0.32	0.946	11.846	0.52
2010	1.476	-1689.048	-4.293	-1684.756	0.32	0.938	12.509	0.5
2020	1.483	-1689.373	-4.417	-1684.956	0.32	0.929	13.045	0.526
2030	1.49	-1687.458	-3.307	-1684.151	0.32	0.91	8.477	0.458
2040	1.498	-1687.141	-3.469	-1683.671	0.32	0.933	9.103	0.47
2050	1.505	-1687.141	-3.469	-1683.671	0.32	0.933	9.103	0.47
2060	1.512	-1689.596	-3.451	-1686.145	0.32	0.925	9.04	0.441
2070	1.52	-1687.118	-3.286	-1683.832	0.32	0.93	8.264	0.45
2080	1.527	-1686.886	-3.216	-1683.67	0.32	0.926	7.966	0.464
2090	1.534	-1687.285	-3.297	-1683.988	0.32	0.949	8.171	0.446
2100	1.542	-1688.339	-3.093	-1685.246	0.32	0.921	7.344	0.427
2110	1.549	-1688.339	-3.093	-1685.246	0.32	0.921	7.344	0.427
2120	1.557	-1688.339	-3.093	-1685.246	0.32	0.921	7.344	0.427
2130	1.564	-1688.73	-3.485	-1685.245	0.32	0.941	9.099	0.445
2140	1.571	-1687.85	-3.546	-1684.304	0.32	0.934	9.427	0.459
2150	1.578	-1687.85	-3.546	-1684.304	0.32	0.934	9.427	0.459
2160	1.586	-1686.599	-2.753	-1683.846	0.32	0.917	5.407	0.416
2170	1.593	-1686.342	-2.751	-1683.591	0.32	0.928	5.3	0.415
2180	1.6	-1686.342	-2.751	-1683.591	0.32	0.928	5.3	0.415
2190	1.608	-1688.767	-2.639	-1686.129	0.32	0.929	2.205	0.35
2200	1.615	-1688.767	-2.639	-1686.129	0.32	0.929	2.205	0.35
2210	1.622	-1688.767	-2.639	-1686.129	0.32	0.929	2.205	0.35
2220	1.63	-1688.767	-2.639	-1686.129	0.32	0.929	2.205	0.35
2230	1.637	-1686.601	-2.785	-1683.816	0.32	0.92	5.601	0.417
2240	1.644	-1686.258	-2.749	-1683.509	0.32	0.941	5.145	0.412
2250	1.652	-1686.591	-2.628	-1683.962	0.32	0.944	3.929	0.392
2260	1.659	-1686.687	-3.105	-1683.582	0.32	0.924	7.424	0.452
2270	1.666	-1686.687	-3.105	-1683.582	0.32	0.924	7.424	0.452
2280	1.673	-1686.55	-2.886	-1683.663	0.32	0.918	6.259	0.431
2290	1.681	-1687.351	-3.067	-1684.284	0.32	0.899	7.363	0.457
2300	1.688	-1687.419	-3.571	-1683.848	0.32	0.935	9.537	0.472
2310	1.695	-1686.922	-3.224	-1683.698	0.32	0.939	7.92	0.461
2320	1.703	-1686.922	-3.224	-1683.698	0.32	0.939	7.92	0.461
2330	1.71	-1686.347	-2.83	-1683.516	0.32	0.946	5.661	0.419
2340	1.717	-1686.409	-2.923	-1683.486	0.32	0.93	6.397	0.439
2350	1.725	-1686.688	-2.828	-1683.86	0.32	0.932	5.769	0.414
2360	1.732	-1687.39	-3.1	-1684.289	0.32	0.899	7.532	0.454
2370	1.739	-1687.39	-3.1	-1684.289	0.32	0.899	7.532	0.454
2380	1.747	-1687.064	-3.335	-1683.729	0.32	0.923	8.546	0.459
2390	1.754	-1687.563	-2.862	-1684.701	0.32	0.892	6.269	0.435
2400	1.761	-1687.512	-3.413	-1684.099	0.32	0.908	8.984	0.472
2410	1.768	-1687.62	-3.584	-1684.036	0.32	0.931	9.62	0.468
2420	1.776	-1687.62	-3.584	-1684.036	0.32	0.931	9.62	0.468
