iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1833.358	-3.962	-1829.396	0.32	0.569	10.319	1.043
10	0.009	-1782.237	-6.179	-1776.058	0.32	0.536	19.632	0.77
20	0.017	-1766.018	-7.534	-1758.484	0.32	0.539	24.505	0.695
30	0.024	-1759.69	-7.696	-1751.993	0.32	0.556	25.043	0.702
40	0.032	-1757.097	-8.57	-1748.528	0.32	0.581	27.954	0.721
50	0.04	-1744.985	-8.797	-1736.188	0.32	0.625	28.755	0.695
60	0.047	-1731.532	-7.663	-1723.868	0.32	0.68	25.037	0.609
70	0.055	-1710.493	-6.661	-1703.831	0.32	0.775	21.53	0.591
80	0.062	-1705.981	-6.073	-1699.908	0.32	0.799	19.447	0.577
90	0.07	-1710.903	-6.422	-1704.481	0.32	0.802	20.63	0.617
100	0.078	-1690.141	-4.43	-1685.712	0.32	0.892	13.235	0.53
110	0.086	-1688.599	-3.726	-1684.873	0.32	0.935	10.214	0.502
120	0.094	-1688.187	-3.459	-1684.728	0.32	0.903	9.2	0.464
130	0.102	-1687.374	-3.021	-1684.353	0.32	0.916	7.014	0.432
140	0.109	-1686.54	-2.895	-1683.645	0.32	0.926	6.239	0.425
150	0.117	-1687.531	-2.724	-1684.807	0.32	0.915	5.181	0.403
160	0.125	-1687.531	-2.724	-1684.807	0.32	0.915	5.181	0.403
170	0.133	-1687.235	-2.777	-1684.458	0.32	0.901	5.683	0.422
180	0.141	-1687.588	-2.742	-1684.846	0.32	0.897	5.465	0.416
190	0.149	-1687.588	-2.742	-1684.846	0.32	0.897	5.465	0.416
200	0.156	-1687.588	-2.742	-1684.846	0.32	0.897	5.465	0.416
210	0.164	-1686.521	-2.782	-1683.739	0.32	0.946	5.31	0.408
220	0.172	-1686.521	-2.782	-1683.739	0.32	0.946	5.31	0.408
230	0.18	-1686.521	-2.782	-1683.739	0.32	0.946	5.31	0.408
240	0.188	-1686.521	-2.782	-1683.739	0.32	0.946	5.31	0.408
250	0.196	-1686.565	-2.744	-1683.821	0.32	0.917	5.367	0.424
260	0.204	-1686.65	-2.894	-1683.755	0.32	0.933	6.178	0.421
270	0.212	-1686.65	-2.894	-1683.755	0.32	0.933	6.178	0.421
280	0.221	-1686.65	-2.894	-1683.755	0.32	0.933	6.178	0.421
290	0.228	-1686.345	-2.673	-1683.672	0.32	0.939	4.53	0.402
300	0.236	-1686.966	-2.755	-1684.212	0.32	0.96	4.873	0.399
310	0.244	-1686.966	-2.755	-1684.212	0.32	0.96	4.873	0.399
320	0.251	-1686.966	-2.755	-1684.212	0.32	0.96	4.873	0.399
330	0.259	-1686.966	-2.755	-1684.212	0.32	0.96	4.873	0.399
340	0.267	-1686.648	-2.664	-1683.984	0.32	0.93	4.552	0.397
350	0.276	-1686.648	-2.664	-1683.984	0.32	0.93	4.552	0.397
360	0.284	-1686.648	-2.664	-1683.984	0.32	0.93	4.552	0.397
370	0.292	-1686.276	-2.737	-1683.538	0.32	0.938	5.102	0.415
380	0.3	-1686.491	-2.755	-1683.737	0.32	0.939	5.199	0.408
390	0.307	-1687.298	-3.171	-1684.127	0.32	0.958	7.457	0.439
400	0.315	-1687.206	-3.368	-1683.838	0.32	0.945	8.542	0.455
410	0.323	-1694.532	-3.976	-1690.556	0.32	0.923	11.295	0.446
420	0.331	-1688.562	-3.817	-1684.745	0.32	0.951	10.484	0.491
430	0.339	-1688.465	-3.962	-1684.503	0.32	0.917	11.289	0.49
440	0.347	-1687.71	-3.507	-1684.203	0.32	0.906	9.413	0.48
450	0.355	-1687.71	-3.507	-1684.203	0.32	0.906	9.413	0.48
460	0.363	-1687.71	-3.507	-1684.203	0.32	0.906	9.413	0.48
470	0.371	-1687.71	-3.507	-1684.203	0.32	0.906	9.413	0.48
480	0.379	-1687.71	-3.507	-1684.203	0.32	0.906	9.413	0.48
490	0.388	-1686.901	-2.927	-1683.975	0.32	0.906	6.567	0.439
500	0.396	-1687.159	-2.837	-1684.321	0.32	0.919	5.927	0.416
510	0.404	-1690.18	-3.098	-1687.082	0.32	0.974	6.869	0.451
520	0.412	-1686.396	-2.689	-1683.706	0.32	0.944	4.604	0.401
530	0.42	-1689.427	-2.829	-1686.598	0.32	0.941	5.632	0.393
540	0.428	-1686.368	-2.734	-1683.633	0.32	0.941	5.022	0.406
550	0.435	-1686.368	-2.734	-1683.633	0.32	0.941	5.022	0.406
560	0.443	-1686.618	-2.826	-1683.792	0.32	0.936	5.765	0.433
