iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1885.171	-9.04	-1876.13	0.32	0.979	72.435	2.041
10	0.008	-1808.532	-8.958	-1799.574	0.32	0.922	73.582	2.033
20	0.016	-1796.014	-9.081	-1786.934	0.32	0.859	67.077	1.985
30	0.024	-1786.331	-9.399	-1776.932	0.32	0.825	70.623	1.918
40	0.031	-1786.754	-9.185	-1777.569	0.32	0.819	71.901	1.964
50	0.039	-1787.624	-9.201	-1778.423	0.32	0.8	71.326	1.958
60	0.046	-1783.427	-10.164	-1773.263	0.32	0.8	67.772	1.769
70	0.054	-1783.885	-10.24	-1773.644	0.32	0.758	67.975	1.754
80	0.061	-1782.003	-10.921	-1771.082	0.32	0.759	65.873	1.642
90	0.068	-1780.838	-11.068	-1769.77	0.32	0.814	68.306	1.625
100	0.076	-1780.647	-11.158	-1769.489	0.32	0.791	66.435	1.609
110	0.083	-1776.418	-12.998	-1763.421	0.32	0.742	58.83	1.367
120	0.091	-1772.262	-14.131	-1758.131	0.32	0.767	54.857	1.248
130	0.098	-1762.349	-15.421	-1746.928	0.32	0.749	54.286	1.13
140	0.106	-1755.968	-15.74	-1740.227	0.32	0.755	57.288	1.104
150	0.113	-1753.576	-15.46	-1738.116	0.32	0.794	57.525	1.129
160	0.121	-1747.647	-15.757	-1731.89	0.32	0.794	59.324	1.104
170	0.128	-1739.022	-15.595	-1723.427	0.32	0.814	63.931	1.12
180	0.136	-1736.137	-16.777	-1719.36	0.32	0.829	64.817	1.028
190	0.143	-1732.606	-17.554	-1715.052	0.32	0.885	65.362	0.975
200	0.15	-1733.403	-17.059	-1716.344	0.32	0.904	68.78	1.012
210	0.158	-1733.373	-18.071	-1715.302	0.32	0.849	61.357	0.937
220	0.165	-1729.975	-19.075	-1710.9	0.32	0.878	55.658	0.874
230	0.173	-1728.315	-18.862	-1709.453	0.32	0.899	51.924	0.888
240	0.18	-1728.853	-19.517	-1709.336	0.32	0.881	52.314	0.848
250	0.188	-1725.949	-20.544	-1705.404	0.32	0.901	44.679	0.793
260	0.195	-1724.868	-20.467	-1704.4	0.32	0.958	43.45	0.801
270	0.203	-1721.594	-20.479	-1701.115	0.32	0.908	38.549	0.798
280	0.21	-1721.443	-21.261	-1700.182	0.32	0.874	38.012	0.757
290	0.218	-1720.146	-22.46	-1697.686	0.32	0.913	35.806	0.702
300	0.225	-1719.871	-21.714	-1698.158	0.32	0.916	32.795	0.738
310	0.233	-1720.964	-21.657	-1699.307	0.32	0.868	30.649	0.74
320	0.241	-1717.947	-21.501	-1696.446	0.32	0.919	31.813	0.749
330	0.248	-1719.007	-22.921	-1696.086	0.32	0.917	32.064	0.683
340	0.256	-1715.979	-22.747	-1693.232	0.32	0.915	27.617	0.693
350	0.263	-1716.837	-22.339	-1694.499	0.32	0.894	27.715	0.711
360	0.27	-1711.626	-23.146	-1688.48	0.32	0.917	25.451	0.678
370	0.278	-1711.626	-23.146	-1688.48	0.32	0.917	25.451	0.678
380	0.285	-1711.626	-23.146	-1688.48	0.32	0.917	25.451	0.678
390	0.293	-1713.641	-24.431	-1689.21	0.32	0.942	23.735	0.627
400	0.3	-1713.641	-24.431	-1689.21	0.32	0.942	23.735	0.627
410	0.308	-1711.584	-24.067	-1687.518	0.32	0.944	23.417	0.642
420	0.315	-1717.567	-25.173	-1692.394	0.32	0.919	22.842	0.598
430	0.323	-1713.738	-23.542	-1690.196	0.32	0.954	24.527	0.664
440	0.33	-1715.827	-23.019	-1692.808	0.32	0.93	27.428	0.682
450	0.338	-1713.859	-23.726	-1690.133	0.32	0.932	25.063	0.654
460	0.345	-1713.859	-23.726	-1690.133	0.32	0.932	25.063	0.654
