iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1928.486	-28.116	-1900.37	0.32	0.407	41.141	0.489
10	0.008	-1839.543	-21.966	-1817.577	0.32	0.427	43.646	0.718
20	0.016	-1803.97	-20.862	-1783.108	0.32	0.491	35.47	0.774
30	0.023	-1801.073	-20.14	-1780.933	0.32	0.501	37.528	0.811
40	0.031	-1743.38	-22.702	-1720.677	0.32	0.715	26.444	0.692
50	0.038	-1724.123	-26.065	-1698.058	0.32	0.83	20.188	0.566
60	0.046	-1724.846	-25.559	-1699.287	0.32	0.835	23.064	0.582
70	0.053	-1721.699	-25.869	-1695.83	0.32	0.83	18.105	0.576
80	0.06	-1713.561	-24.554	-1689.006	0.32	0.907	20.341	0.624
90	0.068	-1711.265	-23.654	-1687.611	0.32	0.927	24.145	0.658
100	0.075	-1711.265	-23.654	-1687.611	0.32	0.927	24.145	0.658
110	0.083	-1711.265	-23.654	-1687.611	0.32	0.927	24.145	0.658
120	0.09	-1711.265	-23.654	-1687.611	0.32	0.927	24.145	0.658
130	0.098	-1712.193	-23.777	-1688.416	0.32	0.948	24.441	0.654
140	0.105	-1712.193	-23.777	-1688.416	0.32	0.948	24.441	0.654
150	0.113	-1712.193	-23.777	-1688.416	0.32	0.948	24.441	0.654
160	0.12	-1712.878	-25.801	-1687.076	0.32	0.907	16.884	0.582
170	0.127	-1712.644	-26.182	-1686.462	0.32	0.959	16.068	0.572
180	0.135	-1713.827	-26.797	-1687.03	0.32	0.926	18.075	0.546
190	0.142	-1713.827	-26.788	-1687.039	0.32	0.882	15.793	0.548
200	0.15	-1712.963	-26.749	-1686.214	0.32	0.901	16.014	0.549
210	0.157	-1714.84	-26.553	-1688.287	0.32	0.953	19.986	0.554
220	0.165	-1712.646	-26.116	-1686.53	0.32	0.911	16.439	0.571
230	0.172	-1710.823	-24.956	-1685.867	0.32	0.918	18.779	0.611
240	0.18	-1712.86	-25.402	-1687.458	0.32	0.936	19.871	0.594
250	0.187	-1710.916	-25.814	-1685.102	0.32	0.935	16.583	0.583
260	0.195	-1710.916	-25.814	-1685.102	0.32	0.935	16.583	0.583
270	0.202	-1711.231	-24.448	-1686.783	0.32	0.93	20.568	0.629
