iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1843.595	-17.38	-1826.215	0.32	0.63	9.593	1.039
10	0.008	-1817.442	-17.93	-1799.512	0.32	0.636	12.598	0.984
20	0.015	-1775.774	-20.87	-1754.904	0.32	0.708	18.177	0.791
30	0.023	-1742.482	-24.813	-1717.669	0.32	0.736	26.902	0.605
40	0.03	-1732.002	-22.187	-1709.815	0.32	0.785	28.626	0.715
50	0.037	-1718.437	-22.944	-1695.493	0.32	0.898	28.466	0.683
60	0.045	-1718.578	-23.049	-1695.529	0.32	0.904	30.118	0.678
70	0.052	-1719.357	-23.654	-1695.703	0.32	0.867	23.62	0.656
80	0.059	-1713.213	-24.706	-1688.507	0.32	0.902	20.519	0.618
90	0.067	-1713.692	-25.956	-1687.736	0.32	0.966	16.841	0.579
100	0.074	-1712.798	-26.014	-1686.784	0.32	0.917	18.572	0.572
110	0.081	-1713.327	-26.329	-1686.998	0.32	0.931	15.156	0.566
120	0.089	-1712.662	-26.518	-1686.144	0.32	0.931	15.782	0.559
130	0.096	-1711.928	-25.883	-1686.045	0.32	0.949	16.426	0.581
140	0.103	-1713.379	-26.679	-1686.7	0.32	0.886	15.621	0.552
150	0.11	-1712.955	-25.912	-1687.042	0.32	0.938	18.646	0.577
160	0.118	-1712.957	-26.517	-1686.44	0.32	0.9	14.862	0.559
170	0.125	-1711.054	-26.418	-1684.636	0.32	0.941	14.937	0.564
180	0.133	-1711.054	-26.418	-1684.636	0.32	0.941	14.937	0.564
190	0.14	-1712.673	-25.822	-1686.851	0.32	0.92	17.927	0.58
200	0.148	-1712.673	-25.822	-1686.851	0.32	0.92	17.927	0.58
210	0.156	-1712.822	-25.802	-1687.02	0.32	0.955	16.479	0.585
220	0.163	-1712.008	-26.25	-1685.759	0.32	0.955	15.85	0.569
230	0.171	-1713.301	-26.369	-1686.932	0.32	0.941	18.532	0.561
240	0.178	-1713.947	-26.278	-1687.669	0.32	0.953	16.781	0.567
250	0.185	-1713.896	-28.134	-1685.762	0.32	0.914	13.862	0.508
260	0.193	-1717.054	-30.519	-1686.535	0.32	0.883	8.569	0.45
270	0.2	-1713.507	-29.646	-1683.861	0.32	0.92	9.357	0.473
280	0.208	-1713.507	-29.646	-1683.861	0.32	0.92	9.357	0.473
290	0.215	-1713.13	-27.757	-1685.373	0.32	0.943	14.16	0.521
300	0.222	-1710.626	-24.082	-1686.544	0.32	0.921	22.733	0.641
310	0.23	-1710.626	-24.082	-1686.544	0.32	0.921	22.733	0.641
320	0.237	-1711.484	-23.716	-1687.768	0.32	0.92	22.868	0.656
330	0.244	-1711.484	-23.716	-1687.768	0.32	0.92	22.868	0.656
340	0.252	-1710.587	-25.424	-1685.163	0.32	0.931	17.925	0.595
350	0.259	-1710.587	-25.424	-1685.163	0.32	0.931	17.925	0.595
360	0.266	-1710.587	-25.424	-1685.163	0.32	0.931	17.925	0.595
370	0.274	-1712.713	-26.201	-1686.512	0.32	0.934	17.511	0.568
380	0.281	-1713.131	-26.637	-1686.494	0.32	0.932	17.735	0.552
390	0.288	-1712.968	-25.313	-1687.655	0.32	0.918	18.534	0.598
400	0.296	-1713.856	-25.641	-1688.214	0.32	0.954	19.859	0.586
410	0.303	-1714.168	-25.175	-1688.993	0.32	0.952	22.675	0.6
420	0.31	-1712.387	-24.052	-1688.335	0.32	0.937	21.239	0.645
430	0.318	-1711.092	-23.892	-1687.201	0.32	0.925	23.201	0.649
440	0.325	-1711.092	-23.892	-1687.201	0.32	0.925	23.201	0.649
450	0.332	-1711.092	-23.892	-1687.201	0.32	0.925	23.201	0.649
460	0.34	-1711.092	-23.892	-1687.201	0.32	0.925	23.201	0.649
470	0.347	-1711.482	-23.537	-1687.945	0.32	0.921	23.758	0.663
480	0.354	-1711.52	-24.278	-1687.242	0.32	0.937	21.453	0.635
490	0.362	-1711.52	-24.278	-1687.242	0.32	0.937	21.453	0.635
500	0.369	-1712.926	-25.215	-1687.711	0.32	0.927	19.598	0.6
510	0.377	-1711.265	-24.203	-1687.063	0.32	0.934	21.974	0.638
520	0.384	-1711.265	-24.203	-1687.063	0.32	0.934	21.974	0.638
530	0.391	-1712.335	-24.147	-1688.188	0.32	0.942	21.477	0.641
540	0.398	-1711.381	-23.627	-1687.755	0.32	0.924	23.762	0.659
550	0.406	-1711.381	-23.627	-1687.755	0.32	0.924	23.762	0.659
560	0.413	-1711.381	-23.627	-1687.755	0.32	0.924	23.762	0.659
570	0.42	-1711.381	-23.627	-1687.755	0.32	0.924	23.762	0.659
580	0.428	-1712.407	-23.845	-1688.562	0.32	0.952	24.654	0.651
590	0.435	-1712.407	-23.845	-1688.562	0.32	0.952	24.654	0.651
600	0.442	-1712.4	-22.793	-1689.606	0.32	0.911	25.61	0.693
610	0.45	-1710.915	-24.878	-1686.036	0.32	0.927	19.378	0.614
620	0.457	-1710.915	-24.878	-1686.036	0.32	0.927	19.378	0.614
630	0.464	-1710.73	-24.847	-1685.883	0.32	0.918	19.383	0.614
640	0.472	-1711.646	-24.69	-1686.956	0.32	0.932	19.384	0.621
650	0.479	-1711.646	-24.69	-1686.956	0.32	0.932	19.384	0.621
660	0.486	-1710.843	-25.093	-1685.75	0.32	0.944	19.933	0.606
670	0.493	-1710.843	-25.093	-1685.75	0.32	0.944	19.933	0.606
680	0.501	-1710.843	-25.093	-1685.75	0.32	0.944	19.933	0.606
690	0.508	-1710.843	-25.093	-1685.75	0.32	0.944	19.933	0.606
700	0.515	-1715.143	-25.972	-1689.171	0.32	0.965	19.453	0.576
710	0.523	-1711.144	-25.306	-1685.838	0.32	0.938	18.245	0.599
720	0.53	-1713.223	-25.277	-1687.946	0.32	0.964	19.346	0.601
730	0.537	-1712.827	-25.567	-1687.26	0.32	0.929	18.804	0.588
740	0.545	-1713.244	-24.816	-1688.428	0.32	0.915	19.965	0.615
750	0.552	-1713.244	-24.816	-1688.428	0.32	0.915	19.965	0.615
760	0.559	-1712.847	-26.602	-1686.245	0.32	0.934	15.265	0.557
770	0.567	-1712.906	-25.606	-1687.3	0.32	0.909	17.665	0.588
780	0.574	-1712.659	-26.671	-1685.988	0.32	0.935	16.041	0.553
790	0.581	-1712.727	-28.013	-1684.715	0.32	0.923	12.956	0.514
800	0.589	-1712.727	-28.013	-1684.715	0.32	0.923	12.956	0.514
810	0.596	-1712.811	-27.764	-1685.047	0.32	0.906	12.498	0.522
820	0.603	-1714.275	-28.458	-1685.817	0.32	0.909	13.087	0.5
830	0.611	-1713.885	-27.354	-1686.53	0.32	0.877	12.987	0.534
