iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-2051.96	-17.03	-2034.93	0.3	0.78	101.644	0.262
10	0.008	-1974.914	-14.789	-1960.125	0.3	0.805	99.906	0.356
20	0.016	-1876.74	-12.587	-1864.153	0.3	0.82	89.178	0.518
30	0.023	-1813.54	-11.768	-1801.772	0.3	0.884	86.385	0.604
40	0.03	-1766.68	-10.273	-1756.407	0.3	0.962	89.811	0.788
50	0.038	-1757.07	-9.966	-1747.104	0.3	0.97	89.155	0.847
60	0.045	-1755.028	-9.295	-1745.734	0.3	0.925	94.645	0.923
70	0.052	-1750.386	-9.1	-1741.286	0.3	0.979	87.924	1.058
80	0.06	-1741.75	-9.115	-1732.635	0.3	0.934	81.842	1.091
90	0.067	-1739.637	-9.771	-1729.866	0.3	0.931	77.899	0.961
100	0.074	-1739.264	-9.861	-1729.402	0.3	0.933	76.692	0.953
110	0.082	-1737.503	-9.926	-1727.577	0.3	0.898	71.869	0.982
120	0.089	-1738.316	-10.108	-1728.208	0.3	0.909	73.427	0.926
130	0.096	-1738.72	-9.605	-1729.115	0.3	0.899	75.235	1.023
140	0.104	-1736.069	-10.189	-1725.879	0.3	0.906	67.082	0.98
150	0.111	-1736.761	-10.321	-1726.44	0.3	0.94	69.083	0.935
160	0.119	-1736.515	-10.253	-1726.262	0.3	0.898	63.709	1.01
170	0.126	-1731.078	-10.633	-1720.444	0.3	0.898	60.506	0.965
180	0.133	-1730.292	-10.839	-1719.453	0.3	0.923	59.818	0.934
190	0.141	-1729.378	-11.11	-1718.268	0.3	0.921	57.075	0.914
200	0.148	-1727.247	-11.315	-1715.932	0.3	0.906	52.544	0.936
210	0.156	-1726.944	-11.954	-1714.99	0.3	0.874	46.102	0.907
220	0.163	-1725.932	-13.348	-1712.584	0.3	0.833	36.956	0.816
230	0.17	-1716.274	-14.535	-1701.739	0.3	0.901	31.75	0.742
240	0.178	-1716.235	-15.002	-1701.233	0.3	0.942	30.331	0.712
250	0.185	-1715.734	-14.556	-1701.179	0.3	0.921	32.232	0.733
260	0.193	-1715.734	-14.556	-1701.179	0.3	0.921	32.232	0.733
270	0.2	-1715.394	-15.563	-1699.831	0.3	0.919	27.204	0.698
280	0.208	-1713.578	-16.236	-1697.341	0.3	0.902	25.797	0.644
290	0.215	-1713.668	-15.96	-1697.708	0.3	0.927	27.048	0.655
300	0.222	-1714.166	-15.942	-1698.223	0.3	0.902	26.268	0.669
310	0.23	-1713.217	-16.57	-1696.647	0.3	0.927	24.321	0.64
320	0.237	-1713.55	-16.168	-1697.382	0.3	0.905	25.926	0.65
330	0.245	-1716.888	-16.258	-1700.631	0.3	0.929	27.094	0.621
340	0.252	-1716.534	-17.039	-1699.495	0.3	0.954	22.046	0.642
350	0.26	-1723.638	-17.54	-1706.098	0.3	0.982	20.664	0.629
360	0.267	-1714.567	-19.008	-1695.559	0.3	0.921	15.968	0.587
370	0.275	-1715.944	-18.085	-1697.858	0.3	0.867	18.124	0.616
380	0.282	-1713.525	-18.458	-1695.067	0.3	0.886	18.153	0.579
390	0.29	-1713.527	-18.806	-1694.721	0.3	0.905	16.67	0.586
400	0.297	-1713.527	-18.806	-1694.721	0.3	0.905	16.67	0.586
410	0.305	-1715.856	-19.524	-1696.332	0.3	0.958	15.181	0.566
420	0.312	-1714.631	-20.943	-1693.688	0.3	0.935	12.03	0.535
430	0.32	-1713.197	-20.901	-1692.296	0.3	0.914	12.371	0.525
440	0.327	-1712.948	-19.083	-1693.865	0.3	0.946	17.063	0.555
450	0.335	-1713.368	-18.487	-1694.88	0.3	0.917	17.598	0.593
460	0.342	-1714.098	-18.336	-1695.762	0.3	0.946	18.338	0.593
470	0.35	-1713.135	-18.79	-1694.345	0.3	0.949	17.81	0.564
480	0.357	-1712.88	-17.241	-1695.639	0.3	0.924	22.25	0.611
490	0.365	-1713.615	-15.987	-1697.628	0.3	0.928	26.665	0.659
500	0.372	-1713.615	-15.987	-1697.628	0.3	0.928	26.665	0.659
510	0.38	-1714.36	-15.829	-1698.531	0.3	0.938	27.182	0.669
520	0.387	-1713.597	-15.959	-1697.639	0.3	0.925	27.172	0.652
530	0.395	-1713.621	-16.849	-1696.772	0.3	0.893	23.314	0.626
