iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1783.553	-18.184	-1765.369	0.4	0.593	14.914	0.971
10	0.008	-1742.19	-17.214	-1724.976	0.4	0.73	23.172	0.775
20	0.016	-1737.81	-16.861	-1720.949	0.4	0.73	23.318	0.827
30	0.023	-1713.301	-20.876	-1692.425	0.4	0.759	15.107	0.576
40	0.031	-1703.43	-19.499	-1683.932	0.4	0.863	19.074	0.609
50	0.038	-1687.623	-18.953	-1668.671	0.4	0.945	23.532	0.576
60	0.046	-1684.952	-18.612	-1666.34	0.4	0.953	24.337	0.596
70	0.054	-1684.771	-18.444	-1666.327	0.4	0.951	24.828	0.603
80	0.061	-1687.063	-18.178	-1668.884	0.4	0.927	26.004	0.605
90	0.069	-1687.238	-18.505	-1668.733	0.4	0.905	24.538	0.596
100	0.076	-1688.188	-18.87	-1669.318	0.4	0.931	24.043	0.573
110	0.084	-1686.955	-19.43	-1667.526	0.4	0.94	21.639	0.566
120	0.091	-1688.71	-19.382	-1669.327	0.4	0.917	21.023	0.58
130	0.099	-1687.606	-19.88	-1667.726	0.4	0.93	20.448	0.548
140	0.106	-1688.131	-19.532	-1668.599	0.4	0.913	21.523	0.556
150	0.114	-1688.643	-18.909	-1669.733	0.4	0.921	22.692	0.593
160	0.121	-1689.037	-19.79	-1669.247	0.4	0.95	21.293	0.543
170	0.129	-1688.805	-19.724	-1669.081	0.4	0.946	20.157	0.57
180	0.137	-1688.371	-20.647	-1667.725	0.4	0.937	18.449	0.524
190	0.144	-1684.649	-19.926	-1664.723	0.4	0.957	19.864	0.56
200	0.152	-1684.871	-20.939	-1663.932	0.4	0.954	17.289	0.527
210	0.159	-1684.871	-20.939	-1663.932	0.4	0.954	17.289	0.527
220	0.167	-1684.871	-20.939	-1663.932	0.4	0.954	17.289	0.527
230	0.174	-1684.871	-20.939	-1663.932	0.4	0.954	17.289	0.527
240	0.182	-1684.686	-20.646	-1664.04	0.4	0.959	17.858	0.54
250	0.19	-1685.009	-19.884	-1665.125	0.4	0.955	20.297	0.554
260	0.198	-1685.252	-19.637	-1665.615	0.4	0.958	21.096	0.561
270	0.205	-1685.252	-19.637	-1665.615	0.4	0.958	21.096	0.561
280	0.213	-1685.949	-19.047	-1666.902	0.4	0.965	22.956	0.582
290	0.22	-1686.646	-18.47	-1668.176	0.4	0.923	24.658	0.599
300	0.228	-1686.646	-18.47	-1668.176	0.4	0.923	24.658	0.599
310	0.235	-1686.939	-19.613	-1667.327	0.4	0.93	21.015	0.561
320	0.243	-1686.939	-19.613	-1667.327	0.4	0.93	21.015	0.561
330	0.25	-1688.034	-19.337	-1668.697	0.4	0.897	21.802	0.567
340	0.258	-1688.034	-19.337	-1668.697	0.4	0.897	21.802	0.567
350	0.265	-1688.034	-19.337	-1668.697	0.4	0.897	21.802	0.567
360	0.273	-1688.034	-19.337	-1668.697	0.4	0.897	21.802	0.567
