"PlantID_final","Easting","Northing","Altitude"
"L0888",735.454830327712,91.2921402007341,1300.93
"L0891",-1294.24660978728,333.601788630709,1385.62
"L0895",-1294.04222388327,335.0553942509,1384.9
"L0904",-1296.82490799326,337.362743920647,1385.78
"L0911",294.567024431715,-270.841480059549,1141.84
"K1738",299.720138451725,-266.785205179825,1137.5
"L0932",-397.784814791288,-268.788106299005,1164.01
"L0935",-398.649726907257,-265.087343309075,1163.53
"L0951",-1009.22630764829,369.074221710674,1412.73
"L0954",-972.258859206282,463.525459400378,1427.45
"L0955",-1030.25612702931,365.143035610206,1410.63
"L0966",-1021.52018721629,367.610766840167,1410.32
"L0967",-972.475582808256,461.985362750478,1426.12
"L0973",-967.697609340306,374.11641031038,1415.87
"L0988",-986.688059348264,372.298098150641,1414.88
"L0993",-826.924856762285,-86.8799311593175,1175.61
"L0996",-685.030208911281,-128.510479489341,1177.56
"L0998",-803.490807540307,-97.5920775197446,1176.49
"L1007",-598.697532556311,-107.730415579863,1194.24
"L1009",-853.411073553259,-71.8120310595259,1181.79
"L1014",137.478194290714,-78.8312152698636,1294.02
"L1018",64.9949695377145,-119.840981989168,1283.04
"L1024",82.6276964847348,-107.579686209559,1286.06
"L1025",77.8076392937219,-112.053641059436,1285.81
"L1026",49.0155359306955,-126.805387759581,1281.03
"L1034",68.9083646477084,-117.423806659877,1284.98
"L1038",67.5118734526914,-119.911673819646,1282.08
"L1039",173.491690438706,-62.1664524190128,1297.47
"L1040",182.416451924713,-55.8014292391017,1299.02
"L1042",89.8769633996999,-104.290397059172,1287.75
"L1044",47.8475263927248,-127.644428639673,1279.07
"L1045",161.65591475874,-66.1977747697383,1296.51
"L1054",53.0148145777057,-132.475793699734,1277.4
"L1058",60.6149348557228,-129.132605869323,1278.28
"L1068",67.1708599207341,-125.950176949613,1280.23
"L1077",66.3348880797275,-124.590718019754,1281.95
"L1080",60.8071268667118,-129.274619549513,1278.22
"L1086",100.753854858689,-97.5191652392969,1290.04
"L1088",73.8702449527336,-114.78372024931,1284.76
"L1089",57.2875326817157,-124.240199639462,1280.57
"L1104",62.2202938187402,-127.996266119182,1279.31
"L1117",-1309.72980104026,341.579007650726,1388.46
"L1124",-1311.02841757727,342.675022740848,1387.54
"L1208",-1449.10223349527,344.411335050128,1371.86
"L1216",-1452.5274655653,99.3046465506777,1218.43
"L1221",-1413.11021066428,93.1626985501498,1215.14
"L1223",-1391.8018207663,88.6187558909878,1215.74
"L1228",-1519.84209672629,38.387924330309,1209.64
"L1244",-15.6987730352557,-372.009308429435,1142.99
"L1262",-168.825505498273,-457.795032229275,1148.47
"L1264",42.8332580307033,-339.821326969191,1144.98
"L1298",-1742.14204896026,1.43080119043589,1231.38
"L1310",-1830.1713033173,-42.947853429243,1233.14
"L1312",-2042.61292248627,-193.028209529817,1251.67
"L1313",398.693914335745,-248.869579479098,1130.66
"L1317",-2065.87814307126,-214.831577469595,1251.71
"L1325",-2063.07215864328,-212.157766999677,1251.44
"L1330",-2062.46080768027,-210.959705849178,1252.22
"L1351",-2061.41011734027,-215.566724269651,1251.06
"L1357",642.813120202743,-217.076421839185,1146.74
"L1359",582.57275814371,-225.477398359217,1138.08
"L1361",523.951937576698,-225.062497949228,1138.24
"L1362",519.703751552734,-222.434657019563,1139.22
"L1363",55.2882752937148,721.002378121018,1380.65
"L1365",679.721852109709,-216.105583599769,1134.94
"L1368",627.466589011718,-217.109489209019,1143.38
"K1574",796.962349432695,53.9572136206552,1297.02
"L1427",797.401742493734,54.0657492503524,1296.67
"L1428",493.030077438743,92.5060329604894,1308.97
"L1449",768.048296349705,-281.300284759142,1129.61
"K1898",553.359507531743,75.7014170307666,1308.22
"L1451",953.880430304736,75.8282892908901,1281.41
"L1454",908.712744415738,76.1331344908103,1288.44
"L1486",615.568068443739,63.1202310305089,1307.42
"L1492",224.031873170694,114.918550430797,1325.78
"L1555",985.299918095698,77.6781632108614,1286.78
"K1988",976.771098715719,80.7692883806303,1286.73
"L1581",-153.401441160298,957.49559023045,1390.63
"L1596",679.547136087727,88.5793729703873,1300.42
"L1597",509.285994885722,91.6238993601874,1307.5
"L1608",733.119212418736,93.8692462909967,1297.58
"L1613",66.9998574707424,625.296559000388,1370.53
"L1615",43.8306718917447,714.032116320916,1371.7
"L1617",397.052171466697,-249.160514339805,1130.16
"L1624",47.9587212287006,650.307876730338,1366.41
"L1628",69.8566644707462,611.485301000997,1368.27
"L1632",573.848219550739,-222.412547249347,1135.75
"L1639",513.906500623736,-223.119323919527,1135
"L1642",560.440999398706,-227.938943629153,1134.74
"K0148",615.938394364726,-220.468607619405,1140.47
"L1666",889.481644159707,-263.831913429312,1130.94
"L1667",506.56466021674,-233.193171779625,1131.69
"L1680",1049.00465813273,-339.373479459435,1143.56
"L1691",753.113130004727,-277.661218959838,1139.51
